Latitude,Longitude,RSRP,RSRQ,SNR,Elevation
12.898278,77.558153,-89,-9.0,0.0,883.0
12.898282,77.558478,-73,-9.0,0.0,890.0
12.898283,77.558477,-89,-9.0,0.0,890.0
12.89829,77.572007,-99,-13.0,0.0,907.0
12.898293,77.569,-89,-9.0,0.0,905.0
12.898298,77.563057,-89,-9.0,0.0,885.0
12.898307,77.558455,-99,-13.0,0.0,890.0
12.89831,77.558183,-89,-9.0,0.0,883.0
12.89831,77.55844,-89,-9.0,0.0,890.0
12.898317,77.558437,-73,-9.0,0.0,890.0
12.898317,77.564513,-89,-9.0,0.0,885.0
12.898332,77.568993,-89,-9.0,0.0,905.0
12.898337,77.558398,-73,-9.0,0.0,890.0
12.898337,77.558412,-89,-9.0,0.0,890.0
12.898338,77.55821,-89,-9.0,0.0,883.0
12.89834,77.558423,-99,-13.0,0.0,890.0
12.898342,77.563082,-89,-9.0,0.0,885.0
12.898343,77.558467,-100,-17.0,0.0,890.0
12.89836,77.558382,-89,-9.0,0.0,890.0
12.898362,77.558365,-73,-9.0,0.0,890.0
12.898363,77.564515,-89,-9.0,0.0,885.0
12.898368,77.568983,-89,-9.0,0.0,905.0
12.898368,77.572065,-99,-13.0,0.0,907.0
12.89837,77.563087,-89,-9.0,0.0,885.0
12.898373,77.558235,-89,-9.0,0.0,883.0
12.898373,77.5584,-99,-13.0,0.0,890.0
12.898382,77.558352,-89,-9.0,0.0,890.0
12.898392,77.558327,-73,-9.0,0.0,883.0
12.898398,77.558322,-89,-9.0,0.0,883.0
12.8984,77.563083,-89,-9.0,0.0,885.0
12.898405,77.564518,-89,-9.0,0.0,885.0
12.898407,77.558257,-89,-9.0,0.0,883.0
12.89841,77.56897,-89,-9.0,0.0,905.0
12.898412,77.558387,-99,-13.0,0.0,890.0
12.898418,77.55829,-89,-9.0,0.0,883.0
12.898422,77.558292,-73,-9.0,0.0,883.0
12.898427,77.563075,-89,-9.0,0.0,885.0
12.898435,77.558257,-89,-9.0,0.0,883.0
12.898435,77.572117,-99,-13.0,0.0,907.0
12.898437,77.568973,-89,-9.0,0.0,905.0
12.898447,77.558278,-89,-9.0,0.0,883.0
12.898447,77.563065,-89,-9.0,0.0,885.0
12.89845,77.564523,-89,-9.0,0.0,885.0
12.898453,77.558268,-73,-9.0,0.0,883.0
12.898453,77.558378,-99,-13.0,0.0,890.0
12.898465,77.56898,-89,-9.0,0.0,905.0
12.898468,77.56306,-89,-9.0,0.0,885.0
12.898472,77.55829,-89,-9.0,0.0,883.0
12.898475,77.558205,-89,-9.0,0.0,883.0
12.898477,77.55825,-73,-9.0,0.0,883.0
12.898485,77.56305,-89,-9.0,0.0,885.0
12.89849,77.564528,-89,-9.0,0.0,885.0
12.898492,77.558373,-99,-13.0,0.0,890.0
12.898493,77.558302,-89,-9.0,0.0,883.0
12.898493,77.568992,-89,-9.0,0.0,905.0
12.898503,77.55817,-89,-9.0,0.0,883.0
12.898503,77.558228,-73,-9.0,0.0,883.0
12.898503,77.563043,-89,-9.0,0.0,885.0
12.898505,77.572157,-99,-13.0,0.0,907.0
12.898515,77.563038,-89,-9.0,0.0,885.0
12.89852,77.558327,-89,-9.0,0.0,883.0
12.898522,77.564527,-89,-9.0,0.0,885.0
12.898527,77.563033,-89,-9.0,0.0,885.0
12.898528,77.568995,-89,-9.0,0.0,905.0
12.89853,77.558127,-89,-9.0,0.0,883.0
12.89853,77.558375,-99,-13.0,0.0,890.0
12.898532,77.558202,-73,-9.0,0.0,883.0
12.898537,77.56303,-89,-9.0,0.0,885.0
12.89854,77.558348,-89,-9.0,0.0,890.0
12.898542,77.56234,-89,-9.0,0.0,887.0
12.898542,77.562377,-89,-9.0,0.0,887.0
12.898545,77.568992,-89,-9.0,0.0,905.0
12.898547,77.56453,-89,-9.0,0.0,885.0
12.898552,77.562418,-89,-9.0,0.0,887.0
12.898552,77.563025,-89,-9.0,0.0,885.0
12.898555,77.562312,-89,-9.0,0.0,887.0
12.898557,77.55809,-89,-9.0,0.0,883.0
12.898562,77.558172,-73,-9.0,0.0,883.0
12.898563,77.558385,-99,-13.0,0.0,890.0
12.898565,77.558368,-89,-9.0,0.0,890.0
12.898565,77.56228,-89,-9.0,0.0,887.0
12.898565,77.563022,-89,-9.0,0.0,885.0
12.898567,77.568988,-89,-9.0,0.0,905.0
12.898568,77.562253,-89,-9.0,0.0,887.0
12.89857,77.562463,-89,-9.0,0.0,887.0
12.898572,77.572208,-99,-13.0,0.0,907.0
12.898578,77.562222,-89,-9.0,0.0,887.0
12.89858,77.56453,-89,-9.0,0.0,885.0
12.898582,77.562515,-89,-9.0,0.0,885.0
12.898582,77.563018,-89,-9.0,0.0,885.0
12.898583,77.558055,-89,-9.0,0.0,883.0
12.898585,77.568987,-89,-9.0,0.0,905.0
12.89859,77.558395,-89,-9.0,0.0,890.0
12.898592,77.558138,-73,-9.0,0.0,883.0
12.898592,77.56256,-89,-9.0,0.0,885.0
12.898595,77.562187,-89,-9.0,0.0,887.0
12.898602,77.558417,-99,-13.0,0.0,890.0
12.898603,77.562612,-89,-9.0,0.0,885.0
12.898603,77.56453,-89,-9.0,0.0,885.0
12.898603,77.568987,-89,-9.0,0.0,905.0
12.898607,77.558025,-89,-9.0,0.0,883.0
12.898607,77.563018,-89,-9.0,0.0,885.0
12.898612,77.562728,-89,-9.0,0.0,885.0
12.898612,77.562827,-89,-9.0,0.0,885.0
12.898613,77.562795,-89,-9.0,0.0,885.0
12.898613,77.562852,-89,-9.0,0.0,885.0
12.898615,77.562762,-89,-9.0,0.0,885.0
12.898617,77.558103,-73,-9.0,0.0,883.0
12.898617,77.562148,-89,-9.0,0.0,887.0
12.898617,77.568988,-89,-9.0,0.0,905.0
12.898618,77.558425,-89,-9.0,0.0,890.0
12.898618,77.562873,-89,-9.0,0.0,885.0
12.898622,77.56267,-89,-9.0,0.0,885.0
12.898623,77.563017,-89,-9.0,0.0,885.0
12.898623,77.564533,-89,-9.0,0.0,885.0
12.898625,77.562888,-89,-9.0,0.0,885.0
12.898625,77.568982,-89,-9.0,0.0,905.0
12.898632,77.562108,-89,-9.0,0.0,887.0
12.898632,77.572258,-99,-13.0,0.0,907.0
12.898633,77.557995,-89,-9.0,0.0,883.0
12.898637,77.562903,-89,-9.0,0.0,885.0
12.898638,77.558078,-73,-9.0,0.0,883.0
12.898638,77.568983,-89,-9.0,0.0,905.0
12.89864,77.56301,-89,-9.0,0.0,885.0
12.89864,77.564545,-89,-9.0,0.0,885.0
12.898643,77.558445,-99,-13.0,0.0,890.0
12.898648,77.56898,-89,-9.0,0.0,905.0
12.89865,77.558453,-89,-9.0,0.0,890.0
12.898652,77.562073,-89,-9.0,0.0,887.0
12.898653,77.564562,-89,-9.0,0.0,885.0
12.898655,77.562927,-89,-9.0,0.0,885.0
12.898657,77.557962,-89,-9.0,0.0,883.0
12.898658,77.564913,-89,-9.0,0.0,889.0
12.89866,77.558048,-73,-9.0,0.0,883.0
12.898663,77.564902,-89,-9.0,0.0,889.0
12.898663,77.56898,-89,-9.0,0.0,905.0
12.898665,77.563002,-89,-9.0,0.0,885.0
12.898668,77.564585,-89,-9.0,0.0,889.0
12.898672,77.562032,-89,-9.0,0.0,887.0
12.898672,77.564873,-89,-9.0,0.0,889.0
12.898672,77.564925,-89,-9.0,0.0,889.0
12.898675,77.564842,-89,-9.0,0.0,889.0
12.898677,77.562947,-89,-9.0,0.0,885.0
12.898677,77.564605,-89,-9.0,0.0,889.0
12.89868,77.557927,-89,-9.0,0.0,883.0
12.89868,77.558017,-73,-9.0,0.0,883.0
12.89868,77.558485,-89,-9.0,0.0,890.0
12.898682,77.564933,-89,-9.0,0.0,889.0
12.898685,77.564807,-89,-9.0,0.0,889.0
12.898685,77.568982,-89,-9.0,0.0,905.0
12.898687,77.558475,-99,-13.0,0.0,890.0
12.898688,77.56463,-89,-9.0,0.0,889.0
12.89869,77.572297,-99,-13.0,0.0,907.0
12.898695,77.557988,-73,-9.0,0.0,883.0
12.898695,77.564658,-89,-9.0,0.0,889.0
12.898695,77.564765,-89,-9.0,0.0,889.0
12.898697,77.562992,-89,-9.0,0.0,885.0
12.8987,77.56469,-89,-9.0,0.0,889.0
12.8987,77.564722,-89,-9.0,0.0,889.0
12.898702,77.557895,-89,-9.0,0.0,883.0
12.898702,77.561982,-89,-9.0,0.0,887.0
12.898702,77.562963,-89,-9.0,0.0,885.0
12.898703,77.564943,-89,-9.0,0.0,889.0
12.898707,77.557965,-73,-9.0,0.0,883.0
12.898707,77.558513,-89,-9.0,0.0,890.0
12.898715,77.557842,-89,-9.0,0.0,883.0
12.898717,77.558503,-99,-13.0,0.0,890.0
12.898718,77.557945,-73,-9.0,0.0,883.0
12.898722,77.562977,-89,-9.0,0.0,885.0
12.898722,77.562983,-89,-9.0,0.0,885.0
12.898722,77.56899,-89,-9.0,0.0,905.0
12.898727,77.564962,-89,-9.0,0.0,889.0
12.898728,77.561942,-89,-9.0,0.0,887.0
12.898732,77.558542,-89,-9.0,0.0,890.0
12.898738,77.557815,-89,-9.0,0.0,883.0
12.89874,77.557925,-73,-9.0,0.0,883.0
12.898745,77.56298,-89,-9.0,0.0,885.0
12.898745,77.562992,-89,-9.0,0.0,885.0
12.898745,77.568998,-89,-9.0,0.0,905.0
12.898748,77.56497,-89,-9.0,0.0,889.0
12.898753,77.57235,-99,-13.0,0.0,907.0
12.898755,77.558532,-99,-13.0,0.0,890.0
12.898757,77.561898,-89,-9.0,0.0,887.0
12.89876,77.558567,-89,-9.0,0.0,890.0
12.898762,77.55791,-73,-9.0,0.0,883.0
12.898765,77.562982,-89,-9.0,0.0,885.0
12.898767,77.557793,-89,-9.0,0.0,883.0
12.898767,77.563007,-89,-9.0,0.0,885.0
12.898767,77.569002,-89,-9.0,0.0,905.0
12.898772,77.564973,-89,-9.0,0.0,889.0
12.898775,77.557892,-73,-9.0,0.0,883.0
12.898782,77.562987,-89,-9.0,0.0,885.0
12.898787,77.558562,-99,-13.0,0.0,890.0
12.898787,77.558593,-89,-9.0,0.0,890.0
12.898787,77.563028,-89,-9.0,0.0,885.0
12.898788,77.557875,-73,-9.0,0.0,883.0
12.898788,77.569007,-89,-9.0,0.0,905.0
12.898793,77.561857,-89,-9.0,0.0,887.0
12.898797,77.562995,-89,-9.0,0.0,885.0
12.8988,77.564975,-89,-9.0,0.0,889.0
12.898802,77.557777,-89,-9.0,0.0,883.0
12.898805,77.557853,-73,-9.0,0.0,883.0
12.898805,77.563047,-89,-9.0,0.0,885.0
12.898808,77.56301,-89,-9.0,0.0,885.0
12.898812,77.557828,-73,-9.0,0.0,883.0
12.898812,77.563067,-89,-9.0,0.0,885.0
12.898812,77.569008,-89,-9.0,0.0,905.0
12.898815,77.56308,-89,-9.0,0.0,885.0
12.898818,77.558618,-89,-9.0,0.0,890.0
12.89882,77.563027,-89,-9.0,0.0,885.0
12.89882,77.563088,-89,-9.0,0.0,885.0
12.89882,77.572398,-99,-13.0,0.0,907.0
12.898822,77.55859,-99,-13.0,0.0,890.0
12.898827,77.564975,-89,-9.0,0.0,889.0
12.898828,77.56182,-89,-9.0,0.0,887.0
12.898828,77.563043,-89,-9.0,0.0,885.0
12.89883,77.557808,-73,-9.0,0.0,883.0
12.89883,77.563103,-89,-9.0,0.0,885.0
12.898833,77.557778,-89,-9.0,0.0,883.0
12.898835,77.563112,-89,-9.0,0.0,885.0
12.898837,77.569012,-89,-9.0,0.0,905.0
12.898838,77.563063,-89,-9.0,0.0,885.0
12.898842,77.563118,-89,-9.0,0.0,885.0
12.898843,77.557792,-73,-9.0,0.0,883.0
12.898847,77.563083,-89,-9.0,0.0,885.0
12.898848,77.563102,-89,-9.0,0.0,885.0
12.898848,77.56902,-89,-9.0,0.0,905.0
12.89885,77.563117,-89,-9.0,0.0,885.0
12.898852,77.558658,-89,-9.0,0.0,890.0
12.898852,77.563125,-89,-9.0,0.0,885.0
12.898852,77.563137,-89,-9.0,0.0,885.0
12.898853,77.561788,-89,-9.0,0.0,887.0
12.898857,77.564977,-89,-9.0,0.0,889.0
12.898858,77.55778,-73,-9.0,0.0,883.0
12.898858,77.558622,-99,-13.0,0.0,890.0
12.898858,77.569035,-89,-9.0,0.0,905.0
12.898867,77.557797,-89,-9.0,0.0,883.0
12.898873,77.569053,-89,-9.0,0.0,905.0
12.898877,77.55777,-73,-9.0,0.0,883.0
12.898883,77.572447,-99,-13.0,0.0,907.0
12.898885,77.558688,-89,-9.0,0.0,890.0
12.898887,77.561753,-89,-9.0,0.0,887.0
12.898888,77.564978,-89,-9.0,0.0,889.0
12.89889,77.569083,-89,-9.0,0.0,905.0
12.898893,77.560077,-95,-13.0,0.0,890.0
12.898897,77.557772,-73,-9.0,0.0,883.0
12.898897,77.557823,-89,-9.0,0.0,883.0
12.898898,77.558653,-99,-13.0,0.0,890.0
12.898913,77.569107,-89,-9.0,0.0,905.0
12.898918,77.561712,-89,-9.0,0.0,887.0
12.89892,77.557792,-73,-9.0,0.0,883.0
12.89892,77.558717,-89,-9.0,0.0,890.0
12.898925,77.564985,-89,-9.0,0.0,889.0
12.898928,77.557845,-89,-9.0,0.0,883.0
12.898933,77.558687,-99,-13.0,0.0,890.0
12.898937,77.569123,-89,-9.0,0.0,905.0
12.89895,77.557805,-73,-9.0,0.0,883.0
12.89895,77.572487,-99,-13.0,0.0,907.0
12.898953,77.561672,-89,-9.0,0.0,887.0
12.898958,77.55786,-89,-9.0,0.0,883.0
12.898958,77.558747,-89,-9.0,0.0,890.0
12.89897,77.558718,-99,-13.0,0.0,890.0
12.898972,77.564987,-89,-9.0,0.0,889.0
12.898975,77.569147,-89,-9.0,0.0,905.0
12.898982,77.557822,-73,-9.0,0.0,883.0
12.898983,77.561635,-89,-9.0,0.0,887.0
12.898988,77.557878,-89,-9.0,0.0,883.0
12.898992,77.558782,-89,-9.0,0.0,890.0
12.89901,77.55784,-73,-9.0,0.0,883.0
12.89901,77.558748,-99,-13.0,0.0,890.0
12.899012,77.561597,-89,-9.0,0.0,887.0
12.899017,77.569158,-89,-9.0,0.0,905.0
12.89902,77.572533,-99,-13.0,0.0,907.0
12.899023,77.55882,-89,-9.0,0.0,890.0
12.899025,77.56499,-89,-9.0,0.0,889.0
12.899027,77.557908,-89,-9.0,0.0,883.0
12.89904,77.561567,-89,-9.0,0.0,887.0
12.899042,77.557853,-73,-9.0,0.0,883.0
12.899053,77.558787,-99,-13.0,0.0,890.0
12.899058,77.558863,-89,-9.0,0.0,890.0
12.899062,77.569167,-89,-9.0,0.0,905.0
12.899065,77.557937,-89,-9.0,0.0,883.0
12.899068,77.561537,-89,-9.0,0.0,887.0
12.899072,77.557875,-73,-9.0,0.0,883.0
12.899082,77.564983,-89,-9.0,0.0,889.0
12.899088,77.57257,-99,-13.0,0.0,907.0
12.89909,77.558828,-99,-13.0,0.0,890.0
12.899092,77.558908,-89,-9.0,0.0,890.0
12.899095,77.561503,-89,-9.0,0.0,887.0
12.899102,77.557898,-73,-9.0,0.0,883.0
12.899102,77.557962,-89,-9.0,0.0,883.0
12.899103,77.569173,-89,-9.0,0.0,905.0
12.89911,77.561462,-89,-9.0,0.0,887.0
12.899123,77.558952,-89,-9.0,0.0,890.0
12.899132,77.558875,-99,-13.0,0.0,890.0
12.899132,77.561427,-89,-9.0,0.0,887.0
12.899135,77.564978,-89,-9.0,0.0,889.0
12.899137,77.557993,-89,-9.0,0.0,883.0
12.89914,77.569175,-89,-9.0,0.0,905.0
12.899153,77.558992,-89,-9.0,0.0,890.0
12.899155,77.557928,-73,-9.0,0.0,883.0
12.899163,77.572615,-99,-13.0,0.0,907.0
12.899167,77.56139,-89,-9.0,0.0,887.0
12.899173,77.569185,-89,-9.0,0.0,905.0
12.899177,77.558032,-89,-9.0,0.0,883.0
12.899187,77.559035,-89,-9.0,0.0,890.0
12.899187,77.564962,-89,-9.0,0.0,889.0
12.899188,77.558935,-99,-13.0,0.0,890.0
12.899197,77.557965,-73,-9.0,0.0,883.0
12.8992,77.561362,-89,-9.0,0.0,887.0
12.899203,77.569193,-89,-9.0,0.0,905.0
12.899218,77.559073,-89,-9.0,0.0,890.0
12.899223,77.558077,-89,-9.0,0.0,883.0
12.899228,77.561328,-89,-9.0,0.0,887.0
12.899235,77.564947,-89,-9.0,0.0,889.0
12.899235,77.569207,-89,-9.0,0.0,905.0
12.899237,77.572658,-99,-13.0,0.0,907.0
12.899245,77.559002,-99,-13.0,0.0,890.0
12.899252,77.559105,-89,-9.0,0.0,890.0
12.899253,77.561302,-89,-9.0,0.0,887.0
12.899255,77.558002,-73,-9.0,0.0,883.0
12.899268,77.569228,-89,-9.0,0.0,905.0
12.899273,77.561278,-89,-9.0,0.0,887.0
12.899282,77.558025,-73,-9.0,0.0,883.0
12.899282,77.558122,-89,-9.0,0.0,883.0
12.899292,77.564935,-89,-9.0,0.0,889.0
12.899293,77.561258,-89,-9.0,0.0,887.0
12.899297,77.559058,-99,-13.0,0.0,890.0
12.899297,77.559147,-89,-9.0,0.0,890.0
12.899298,77.572693,-99,-13.0,0.0,907.0
12.8993,77.569242,-89,-9.0,0.0,905.0
12.899303,77.558052,-73,-9.0,0.0,883.0
12.899313,77.561233,-89,-9.0,0.0,887.0
12.899328,77.569247,-89,-9.0,0.0,905.0
12.899332,77.558082,-73,-9.0,0.0,883.0
12.899333,77.558165,-89,-9.0,0.0,883.0
12.899335,77.559188,-89,-9.0,0.0,890.0
12.89934,77.561203,-89,-9.0,0.0,887.0
12.899342,77.564935,-89,-9.0,0.0,889.0
12.899347,77.559115,-99,-13.0,0.0,890.0
12.89936,77.569252,-89,-9.0,0.0,905.0
12.899367,77.558117,-73,-9.0,0.0,883.0
12.899367,77.572725,-99,-13.0,0.0,907.0
12.899372,77.559228,-89,-9.0,0.0,890.0
12.899372,77.561167,-89,-9.0,0.0,887.0
12.899392,77.558203,-89,-9.0,0.0,883.0
12.899393,77.569252,-89,-9.0,0.0,905.0
12.899397,77.55917,-99,-13.0,0.0,890.0
12.899403,77.55927,-89,-9.0,0.0,890.0
12.89941,77.558157,-73,-9.0,0.0,883.0
12.89941,77.564942,-89,-9.0,0.0,889.0
12.899413,77.561125,-89,-9.0,0.0,887.0
12.899432,77.569243,-89,-9.0,0.0,905.0
12.899435,77.559305,-89,-9.0,0.0,890.0
12.899437,77.572758,-99,-13.0,0.0,907.0
12.899452,77.560038,-100,-17.0,0.0,890.0
12.899453,77.558247,-89,-9.0,0.0,883.0
12.899455,77.559235,-99,-13.0,0.0,890.0
12.899462,77.558208,-73,-9.0,0.0,883.0
12.899463,77.564952,-89,-9.0,0.0,889.0
12.899465,77.561073,-89,-9.0,0.0,887.0
12.899467,77.559343,-89,-9.0,0.0,890.0
12.899467,77.569245,-89,-9.0,0.0,905.0
12.899497,77.56925,-89,-9.0,0.0,905.0
12.899505,77.55938,-89,-9.0,0.0,890.0
12.899508,77.572788,-99,-13.0,0.0,907.0
12.89951,77.561028,-89,-9.0,0.0,887.0
12.899512,77.558258,-73,-9.0,0.0,883.0
12.899513,77.558293,-89,-9.0,0.0,883.0
12.899513,77.559305,-99,-13.0,0.0,890.0
12.899522,77.564963,-89,-9.0,0.0,889.0
12.899522,77.569258,-89,-9.0,0.0,905.0
12.899543,77.55942,-89,-9.0,0.0,890.0
12.899545,77.569268,-89,-9.0,0.0,905.0
12.89955,77.560975,-89,-9.0,0.0,887.0
12.899565,77.558332,-89,-9.0,0.0,883.0
12.899565,77.559363,-99,-13.0,0.0,890.0
12.899567,77.558312,-73,-9.0,0.0,883.0
12.899578,77.569275,-89,-9.0,0.0,905.0
12.899582,77.57282,-99,-13.0,0.0,907.0
12.899587,77.564982,-89,-9.0,0.0,889.0
12.899598,77.559463,-89,-9.0,0.0,890.0
12.899612,77.558365,-89,-9.0,0.0,890.0
12.899613,77.56091,-89,-9.0,0.0,887.0
12.899613,77.56929,-89,-9.0,0.0,905.0
12.899615,77.559418,-99,-13.0,0.0,890.0
12.899618,77.558355,-73,-9.0,0.0,890.0
12.899648,77.564993,-89,-9.0,0.0,889.0
12.899652,77.569305,-89,-9.0,0.0,905.0
12.899657,77.558398,-89,-9.0,0.0,890.0
12.899658,77.559523,-89,-9.0,0.0,890.0
12.899662,77.559468,-99,-13.0,0.0,890.0
12.899663,77.572852,-99,-13.0,0.0,907.0
12.899667,77.558397,-73,-9.0,0.0,890.0
12.899672,77.560845,-89,-9.0,0.0,887.0
12.89969,77.569327,-89,-9.0,0.0,905.0
12.899703,77.558442,-89,-9.0,0.0,890.0
12.899703,77.560805,-89,-9.0,0.0,887.0
12.899708,77.558432,-73,-9.0,0.0,890.0
12.899708,77.559528,-99,-13.0,0.0,890.0
12.899713,77.565007,-89,-9.0,0.0,889.0
12.899727,77.569348,-89,-9.0,0.0,905.0
12.899747,77.572885,-99,-13.0,0.0,907.0
12.89975,77.559578,-99,-13.0,0.0,890.0
12.899755,77.558477,-73,-9.0,0.0,890.0
12.89976,77.55848,-89,-9.0,0.0,890.0
12.899765,77.569365,-89,-9.0,0.0,905.0
12.89977,77.559637,-89,-9.0,0.0,890.0
12.899772,77.565025,-89,-9.0,0.0,889.0
12.899778,77.560747,-89,-9.0,0.0,887.0
12.899792,77.558518,-73,-9.0,0.0,890.0
12.899795,77.55963,-99,-13.0,0.0,890.0
12.8998,77.560722,-89,-9.0,0.0,887.0
12.899802,77.569382,-89,-9.0,0.0,905.0
12.899803,77.558518,-89,-9.0,0.0,890.0
12.899805,77.559675,-89,-9.0,0.0,890.0
12.89982,77.572913,-99,-13.0,0.0,907.0
12.899823,77.569937,-89,-9.0,0.0,905.0
12.899823,77.569958,-89,-9.0,0.0,905.0
12.899825,77.560688,-89,-9.0,0.0,887.0
12.899825,77.565038,-89,-9.0,0.0,889.0
12.899827,77.569917,-89,-9.0,0.0,905.0
12.899828,77.569977,-89,-9.0,0.0,905.0
12.89983,77.569397,-89,-9.0,0.0,905.0
12.89983,77.569892,-89,-9.0,0.0,905.0
12.899833,77.558568,-73,-9.0,0.0,890.0
12.899833,77.569863,-89,-9.0,0.0,905.0
12.899835,77.559682,-99,-13.0,0.0,890.0
12.899838,77.55971,-89,-9.0,0.0,890.0
12.899838,77.56999,-89,-9.0,0.0,905.0
12.899842,77.55856,-89,-9.0,0.0,890.0
12.899843,77.569828,-89,-9.0,0.0,905.0
12.899852,77.569747,-89,-9.0,0.0,905.0
12.899852,77.569797,-89,-9.0,0.0,905.0
12.899853,77.569408,-89,-9.0,0.0,905.0
12.899857,77.569705,-89,-9.0,0.0,905.0
12.899857,77.570003,-89,-9.0,0.0,905.0
12.899862,77.560637,-89,-9.0,0.0,887.0
12.899863,77.56962,-89,-9.0,0.0,905.0
12.899863,77.569667,-89,-9.0,0.0,905.0
12.899867,77.569587,-89,-9.0,0.0,905.0
12.899867,77.570017,-89,-9.0,0.0,905.0
12.89987,77.569418,-89,-9.0,0.0,905.0
12.899872,77.565045,-89,-9.0,0.0,889.0
12.899873,77.559743,-89,-9.0,0.0,890.0
12.899875,77.569557,-89,-9.0,0.0,905.0
12.899877,77.558615,-73,-9.0,0.0,890.0
12.89988,77.558593,-89,-9.0,0.0,890.0
12.89988,77.559733,-99,-13.0,0.0,890.0
12.89988,77.560622,-89,-9.0,0.0,887.0
12.899882,77.569527,-89,-9.0,0.0,905.0
12.899882,77.570022,-89,-9.0,0.0,905.0
12.899883,77.569427,-89,-9.0,0.0,905.0
12.899887,77.5695,-89,-9.0,0.0,905.0
12.899892,77.560615,-89,-9.0,0.0,887.0
12.899892,77.569445,-89,-9.0,0.0,905.0
12.8999,77.572938,-99,-13.0,0.0,909.0
12.899903,77.56946,-89,-9.0,0.0,905.0
12.899905,77.559773,-89,-9.0,0.0,890.0
12.899905,77.560602,-89,-9.0,0.0,887.0
12.899905,77.569477,-89,-9.0,0.0,905.0
12.899907,77.570015,-89,-9.0,0.0,905.0
12.899912,77.56505,-89,-9.0,0.0,889.0
12.899915,77.558632,-89,-9.0,0.0,890.0
12.899918,77.55979,-99,-13.0,0.0,890.0
12.899927,77.560585,-89,-9.0,0.0,887.0
12.899932,77.559795,-89,-9.0,0.0,890.0
12.899935,77.558682,-73,-9.0,0.0,890.0
12.899942,77.57002,-89,-9.0,0.0,905.0
12.899947,77.560573,-89,-9.0,0.0,887.0
12.899948,77.558668,-89,-9.0,0.0,890.0
12.899957,77.55984,-99,-13.0,0.0,890.0
12.899962,77.565053,-89,-9.0,0.0,889.0
12.899963,77.560563,-89,-9.0,0.0,887.0
12.899975,77.558732,-73,-9.0,0.0,890.0
12.899975,77.570032,-89,-9.0,0.0,905.0
12.89998,77.559842,-89,-9.0,0.0,890.0
12.89998,77.560558,-89,-9.0,0.0,887.0
12.899983,77.558712,-89,-9.0,0.0,890.0
12.899988,77.57297,-99,-13.0,0.0,909.0
12.89999,77.560557,-89,-9.0,0.0,887.0
12.899995,77.55989,-99,-13.0,0.0,890.0
12.900003,77.560557,-89,-9.0,0.0,881.0
12.900007,77.558777,-73,-9.0,0.0,882.0
12.900012,77.565053,-89,-9.0,0.0,894.0
12.900017,77.559882,-89,-9.0,0.0,882.0
12.900018,77.570038,-89,-9.0,0.0,902.0
12.90002,77.560568,-89,-9.0,0.0,881.0
12.900022,77.558767,-89,-9.0,0.0,882.0
12.900037,77.560585,-89,-9.0,0.0,881.0
12.90004,77.558822,-73,-9.0,0.0,882.0
12.90004,77.559943,-99,-13.0,0.0,882.0
12.900043,77.55991,-89,-9.0,0.0,882.0
12.900045,77.568402,-89,-9.0,0.0,899.0
12.900047,77.568342,-89,-9.0,0.0,899.0
12.900048,77.568292,-89,-9.0,0.0,899.0
12.900052,77.568447,-89,-9.0,0.0,899.0
12.900058,77.568232,-89,-9.0,0.0,899.0
12.90006,77.560612,-89,-9.0,0.0,881.0
12.90006,77.568483,-89,-9.0,0.0,899.0
12.900062,77.558815,-89,-9.0,0.0,882.0
12.900062,77.565053,-89,-9.0,0.0,894.0
12.900062,77.572987,-99,-13.0,0.0,904.0
12.900063,77.568517,-89,-9.0,0.0,899.0
12.900063,77.570038,-89,-9.0,0.0,902.0
12.900067,77.568112,-89,-9.0,0.0,899.0
12.900067,77.568178,-89,-9.0,0.0,899.0
12.900073,77.568038,-89,-9.0,0.0,899.0
12.900073,77.568535,-89,-9.0,0.0,899.0
12.900077,77.559992,-99,-13.0,0.0,882.0
12.900078,77.559958,-89,-9.0,0.0,882.0
12.90008,77.560633,-89,-9.0,0.0,881.0
12.900083,77.558877,-73,-9.0,0.0,882.0
12.900085,77.568542,-89,-9.0,0.0,899.0
12.900093,77.567963,-89,-9.0,0.0,899.0
12.900098,77.55886,-89,-9.0,0.0,882.0
12.900105,77.567893,-89,-9.0,0.0,899.0
12.900105,77.568548,-89,-9.0,0.0,899.0
12.900107,77.560665,-89,-9.0,0.0,881.0
12.90011,77.565052,-89,-9.0,0.0,894.0
12.90011,77.570038,-89,-9.0,0.0,902.0
12.900113,77.559995,-89,-9.0,0.0,882.0
12.900113,77.567828,-89,-9.0,0.0,899.0
12.900122,77.560042,-99,-13.0,0.0,882.0
12.900122,77.568555,-89,-9.0,0.0,899.0
12.900128,77.567768,-89,-9.0,0.0,899.0
12.90013,77.573008,-99,-13.0,0.0,904.0
12.900133,77.5589,-89,-9.0,0.0,882.0
12.900137,77.558933,-73,-9.0,0.0,882.0
12.900138,77.560698,-89,-9.0,0.0,881.0
12.90014,77.568563,-89,-9.0,0.0,899.0
12.900142,77.560025,-89,-9.0,0.0,882.0
12.900148,77.567705,-89,-9.0,0.0,899.0
12.900157,77.57003,-89,-9.0,0.0,902.0
12.900158,77.565045,-89,-9.0,0.0,894.0
12.900158,77.568575,-89,-9.0,0.0,899.0
12.900162,77.567648,-89,-9.0,0.0,899.0
