Latitude,Longitude,RSRP,RSRQ,SNR,Elevation
12.894288,77.562983,-89,-9.0,0.0,909.0
12.894292,77.564543,-89,-9.0,0.0,909.0
12.894302,77.5626,-89,-9.0,0.0,909.0
12.894302,77.568378,-99,-13.0,0.0,906.0
12.894313,77.562598,-99,-13.0,0.0,909.0
12.89432,77.562597,-89,-9.0,0.0,909.0
12.894327,77.568413,-99,-13.0,0.0,906.0
12.894337,77.56454,-89,-9.0,0.0,909.0
12.894338,77.562595,-89,-9.0,0.0,909.0
12.894355,77.568447,-99,-13.0,0.0,906.0
12.894358,77.56259,-99,-13.0,0.0,909.0
12.894377,77.562592,-89,-9.0,0.0,909.0
12.894383,77.568482,-99,-13.0,0.0,906.0
12.894392,77.564543,-89,-9.0,0.0,909.0
12.894407,77.56851,-99,-13.0,0.0,906.0
12.894412,77.562587,-99,-13.0,0.0,909.0
12.894413,77.562592,-89,-9.0,0.0,909.0
12.894428,77.568538,-99,-13.0,0.0,906.0
12.894447,77.562595,-89,-9.0,0.0,909.0
12.894447,77.564535,-89,-9.0,0.0,909.0
12.894453,77.568575,-99,-13.0,0.0,906.0
12.894472,77.56861,-99,-13.0,0.0,906.0
12.89448,77.56259,-99,-13.0,0.0,909.0
12.89448,77.562595,-89,-9.0,0.0,909.0
12.894493,77.568647,-99,-13.0,0.0,906.0
12.894508,77.564528,-89,-9.0,0.0,909.0
12.894518,77.568683,-99,-13.0,0.0,906.0
12.894523,77.562592,-89,-9.0,0.0,909.0
12.894542,77.568713,-99,-13.0,0.0,906.0
12.894558,77.56874,-99,-13.0,0.0,906.0
12.89456,77.5626,-99,-13.0,0.0,909.0
12.894572,77.562587,-89,-9.0,0.0,909.0
12.894572,77.568762,-99,-13.0,0.0,908.0
12.89458,77.564525,-89,-9.0,0.0,909.0
12.894588,77.568788,-99,-13.0,0.0,908.0
12.894613,77.56882,-99,-13.0,0.0,908.0
12.894618,77.562588,-89,-9.0,0.0,909.0
12.894643,77.564517,-89,-9.0,0.0,909.0
12.894648,77.568855,-99,-13.0,0.0,908.0
12.89465,77.562612,-99,-13.0,0.0,909.0
12.894662,77.562595,-89,-9.0,0.0,909.0
12.894695,77.568898,-99,-13.0,0.0,908.0
12.894703,77.564502,-89,-9.0,0.0,909.0
12.894705,77.562598,-89,-9.0,0.0,909.0
12.894737,77.562623,-99,-13.0,0.0,909.0
12.894747,77.56895,-99,-13.0,0.0,908.0
12.894752,77.562607,-89,-9.0,0.0,909.0
12.894758,77.5645,-89,-9.0,0.0,909.0
12.894797,77.56912,-76,-9.0,0.0,908.0
12.894802,77.562608,-89,-9.0,0.0,909.0
12.894802,77.569005,-99,-13.0,0.0,908.0
12.89481,77.562623,-99,-13.0,0.0,909.0
