,Latitude,Longitude,Elevation,RSRP,RSRQ,SNR
1,12.908036,77.562685,824,-98,-12,0
2,12.908036,77.562685,824,-96,-11,0
3,12.908036,77.562685,824,-96,-11,0
4,12.908036,77.562685,824,-93,-12,0
5,12.908036,77.562685,824,-95,-13,0
6,12.908036,77.562685,824,-84,-3,13
7,12.908036,77.562685,824,-94,-12,0
8,12.908036,77.562685,824,-87,-4,11
9,12.908036,77.562685,824,-97,-12,0
10,12.902758,77.504907,769,-107,-12,0
11,12.902758,77.504907,769,-114,-15,-12
12,12.902758,77.504907,769,-105,-11,0
13,12.902758,77.504907,769,-106,-8,-3
14,12.902758,77.504907,769,-102,-13,0
15,12.90149,77.564162,820,-100,-14,0
16,12.90149,77.564162,820,-100,-17,0
17,12.897825,77.559227,820,-100,-17,0
18,12.896378,77.556968,820,-100,-17,0
19,12.898343,77.558467,820,-100,-17,0
20,12.897813,77.559518,820,-100,-17,0
21,12.899452,77.560038,820,-100,-17,0
22,12.898893,77.560077,820,-95,-13,0
23,12.896255,77.558607,820,-95,-12,0
24,12.896915,77.558565,820,-95,-12,0
25,12.908036,77.562685,,-84,-3,13
26,12.908036,77.562685,,-94,-12,0
27,12.908036,77.562685,,-87,-4,11
28,12.908036,77.562685,,-97,-12,0
29,12.908036,77.562685,,-88,-3,11
30,12.908036,77.562685,,-97,-12,0
31,12.908036,77.562685,,-84,-3,17
32,12.908036,77.562685,,-99,-13,0
33,12.908036,77.562685,,-84,-3,16
34,12.908036,77.562685,,-96,-12,0
35,12.902758,77.504907,,-109,-13,-8
36,12.902758,77.504907,,-105,-11,0
37,12.902758,77.504907,,-105,-11,-5
38,12.902758,77.504907,,-108,-13,0
39,12.902758,77.504907,,-108,-15,-10
40,12.90149,77.564162,,-100,-17,0
41,12.90199,77.564055,799,-101,-18,0
42,12.901982,77.564055,803,-101,-18,0
43,12.90199,77.56394,,-201,NaN,-13
44,12.90199,77.56394,,-95,-16,0
45,12.902032,77.563857,,-201,NaN,-2
46,12.902032,77.563857,,-94,-16,0
47,12.902043,77.56366,,-95,-17,0
48,12.90204,77.563558,,-201,NaN,-4
49,12.90204,77.563558,,-96,-15,0
50,12.901988,77.56394,796,-100,-17,0
51,12.90199,77.56394,796,-100,-17,0
52,12.90199,77.56394,796,-201,NaN,0
53,12.90199,77.56394,796,-95,-16,0
54,12.902032,77.563857,797,-95,-16,0
55,12.902032,77.563857,797,-201,NaN,0
56,12.902073,77.563758,796,-95,-15,0
57,12.902043,77.56366,793,-97,-18,0
58,12.902043,77.56366,793,-95,-17,0
59,12.90204,77.563558,793,-100,-17,0
60,12.90204,77.563558,793,-201,NaN,0
61,12.90204,77.563558,793,-96,-15,0
62,12.902057,77.563558,797,-96,-15,0
63,12.902073,77.56356,797.9278,-96,-15,0
64,12.90208,77.56336,800.4352,-94,-14,0
65,12.90209,77.56327,797.2344,-94,-14,0
66,12.902137,77.56317,795.3134,-94,-14,0
67,12.902182,77.56309,795.3134,-94,-14,0
68,12.902198,77.563,794.9657,-94,-14,0
69,12.902213,77.5629,791.3577,-94,-14,0
70,12.902288,77.56281,795.3134,-94,-14,0
71,12.902368,77.56272,795.3134,-94,-14,0
72,12.902368,77.56266,793.5257,-94,-14,0
73,12.902368,77.56272,793.5257,-94,-14,0
74,12.902758,77.504907,769,-108,-14,0
75,12.902758,77.504907,769,-109,-13,-8
76,12.902758,77.504907,769,-105,-11,0
77,12.902758,77.504907,769,-105,-11,-5
78,12.902758,77.504907,769,-108,-13,0
79,12.902758,77.504907,769,-108,-15,-10
80,12.902758,77.504907,769,-108,-15,-10
81,12.908549,77.553256,NaN,-105,-13,0
82,12.908549,77.553256,810,-201,NaN,12
83,12.908549,77.553256,810,-105,-13,0
84,12.905095,77.563214,816,-87,-10,0
85,12.905095,77.563214,816,-201,NaN,16
86,12.905095,77.563214,816,-85,-11,0
87,12.905004,77.563206,816,-201,NaN,15
88,12.905102,77.563283,816,-201,NaN,15
89,12.905102,77.563283,816,-80,-10,0
90,12.905093,77.563153,811,-80,-10,0
91,12.905093,77.563153,811,-201,NaN,17
92,12.905093,77.563153,811,-80,-11,0
93,12.90427,77.56282,NaN,-88,-12,0
94,12.90427,77.56282,NaN,-88,-12,0
95,12.90204,77.56356,803.2978,-96,-15,0
96,12.895013,77.559213,,-89,-8,0
97,12.89502,77.55922,,-201,,14
98,12.895127,77.559195,,-88,-8,0
99,12.895232,77.559213,,-201,,17
100,12.895272,77.55921,,-86,-8,0
101,12.895397,77.559375,,-201,,19
102,12.895422,77.559383,,-89,-9,0
103,12.895447,77.559392,,-201,,15
104,12.895447,77.559392,,-89,-9,0
105,12.895447,77.559392,,-201,,15
106,12.89549,77.559535,,-89,-9,0
107,12.896157,77.559143,,-89,-9,0
108,12.897063,77.558145,,-89,-9,0
109,12.896047,77.557108,,-89,-9,0
110,12.896083,77.556745,,-89,-9,0
111,12.897255,77.557435,,-89,-9,0
112,12.898472,77.55829,,-89,-9,0
113,12.899873,77.559743,,-89,-9,0
114,12.901257,77.561378,,-89,-9,0
115,12.895413,77.559257,,-201,,18
116,12.895408,77.55924,,-82,-7,0
117,12.895413,77.559172,,-201,,20
118,12.895448,77.559138,,-88,-7,0
119,12.895475,77.559117,,-201,,-3
120,12.895493,77.559105,,-80,-7,0
121,12.895505,77.558962,,-201,,11
122,12.895212,77.559235,,-92,-10,0
123,12.895395,77.559313,,-91,-9,0
124,12.895393,77.559295,,-91,-9,0
125,12.895387,77.559288,,-83,-8,0
126,12.89543,77.559342,,-83,-8,0
127,12.895422,77.559332,,-83,-8,0
128,12.895422,77.559317,,-83,-8,0
129,12.895422,77.559317,,-88,-8,0
130,12.895422,77.559317,,-88,-8,0
131,12.895418,77.559292,,-85,-8,0
132,12.895418,77.559292,,-85,-8,0
133,12.895413,77.559257,,-85,-8,0
134,12.895413,77.559257,,-201,-,18
135,12.895413,77.559257,,-201,-,18
136,12.895408,77.55924,,-201,-,18
137,12.895408,77.55924,,-82,-7,0
138,12.895407,77.559225,,-82,-7,0
139,12.895407,77.559225,,-82,-7,0
140,12.89541,77.559212,,-82,-7,0
141,12.895398,77.55919,,-82,-7,0
142,12.895398,77.55919,,-83,-8,0
143,12.895413,77.559172,,-83,-8,0
144,12.895413,77.559172,,-83,-8,0
145,12.895413,77.559172,,-201,,20
146,12.895423,77.559162,,-201,,20
147,12.895423,77.559162,,-201,,20
148,12.895423,77.559162,,-201,,19
149,12.895432,77.559155,,-201,,19
150,12.895438,77.559148,,-201,,19
151,12.895438,77.559148,,-201,,19
152,12.895438,77.559148,,-201,,16
153,12.895448,77.559138,,-201,,16
154,12.895448,77.559138,,-88,-7,0
155,12.895448,77.559138,,-88,-7,0
156,12.895465,77.559123,,-88,-7,0
157,12.895475,77.559117,,-88,-7,0
158,12.895475,77.559117,,-201,,-3
159,12.895475,77.559117,,-201,,-3
160,12.895485,77.55911,,-201,,-3
161,12.895493,77.559105,,-201,,3
162,12.895493,77.559105,,-80,-7,0
163,12.895493,77.559105,,-80,-7,0
164,12.895498,77.559095,,-80,-7,0
165,12.895498,77.559095,,-80,-7,0
166,12.895498,77.559095,,-80,-7,0
167,12.895512,77.559085,,-80,-7,0
168,12.895522,77.559077,,-79,-7,0
169,12.895533,77.559067,,-82,-7,0
170,12.895542,77.559057,,-82,-7,0
171,12.89555,77.559043,,-86,-7,0
172,12.895545,77.559025,,-86,-7,0
173,12.895538,77.559015,,-86,-7,0
174,12.895528,77.559,,-90,-8,0
175,12.895523,77.558992,,-90,-8,0
176,12.895523,77.558992,,-90,-8,0
177,12.895523,77.558992,,-90,-8,0
178,12.895513,77.558983,,-89,-8,0
179,12.895513,77.558983,,-89,-8,0
180,12.895505,77.558973,,-88,-8,0
181,12.895505,77.558973,,-88,-8,0
182,12.895505,77.558962,,-88,-8,0
183,12.895505,77.558962,,-201,-,11
184,12.895505,77.558962,,-201,-,11
185,12.895505,77.558962,,-201,-,11
186,12.8955,77.558948,,-201,-,10
187,12.895495,77.55894,,-201,-,10
188,12.895495,77.55894,,-201,-,10
189,12.895495,77.558925,,-201,-,10
190,12.895495,77.558925,,-201,-,10
191,12.895498,77.558892,,-201,-,10
192,12.895498,77.558892,,-201,-,10
193,12.895502,77.558857,,-201,-,10
194,12.895505,77.558833,,-201,-,10
195,12.895505,77.558833,,-201,-,10
196,12.895508,77.558818,,-201,-,10
197,12.895512,77.558805,,-201,-,10
198,12.895512,77.558805,,-201,-,10
199,12.895512,77.558795,,-201,-,10
200,12.895517,77.558787,,-201,-,10
201,12.895517,77.558787,,-201,-,10
202,12.89552,77.558773,,-201,-,10
203,12.89552,77.558773,,-201,-,10
204,12.895525,77.55876,,-201,-,10
205,12.895525,77.55876,,-201,-,10
206,12.895532,77.55875,,-201,-,10
207,12.895532,77.55875,,-201,-,10
208,12.895532,77.55875,,-201,-,10
209,12.895543,77.558748,,-201,-,10
210,12.895562,77.558752,,-201,-,10
211,12.895572,77.558752,,-201,-,10
212,12.895585,77.558755,,-201,-,10
213,12.895605,77.558755,,-201,-,10
214,12.895622,77.55876,,-201,-,10
215,12.89563,77.558765,,-201,-,10
216,12.89564,77.558768,,-201,-,10
217,12.89564,77.558768,,-201,-,10
218,12.89564,77.558768,,-201,-,10
219,12.895655,77.558775,,-201,-,10
220,12.895655,77.558775,,-201,-,10
221,12.895668,77.55878,,-201,-,10
222,12.895675,77.558787,,-201,-,10
223,12.895675,77.558787,,-201,-,10
224,12.895683,77.558793,,-201,-,10
225,12.895697,77.558797,,-201,-,10
226,12.895697,77.558797,,-201,-,10
227,12.895707,77.5588,,-201,-,10
228,12.895715,77.558807,,-201,-,10
229,12.895715,77.558807,,-201,-,10
230,12.895725,77.558815,,-201,-,10
231,12.895733,77.558822,,-201,-,10
232,12.895733,77.558822,,-201,-,10
233,12.895745,77.558833,,-201,-,10
234,12.895745,77.558833,,-201,-,10
235,12.895745,77.558833,,-201,-,10
236,12.895755,77.558842,,-201,-,10
237,12.895755,77.558842,,-201,-,10
238,12.895772,77.558848,,-201,-,10
239,12.895782,77.558852,,-201,-,10
240,12.895782,77.558852,,-201,-,10
241,12.895792,77.558857,,-201,-,10
242,12.895803,77.558862,,-201,-,10
243,12.895812,77.558867,,-201,-,10
244,12.895812,77.558867,,-201,-,10
245,12.895823,77.55888,,-201,-,10
246,12.895823,77.55888,,-201,-,10
247,12.89583,77.55889,,-201,-,10
248,12.89583,77.55889,,-201,-,10
249,12.89583,77.55889,,-201,-,10
250,12.89583,77.55889,,-201,-,10
251,12.895842,77.558902,,-201,-,10
252,12.895855,77.558912,,-201,-,10
253,12.895863,77.558917,,-201,-,10
254,12.895875,77.558925,,-201,-,10
255,12.895882,77.558932,,-201,-,10
256,12.895893,77.558945,,-201,-,10
257,12.895897,77.558957,,-201,-,10
258,12.895903,77.55897,,-201,-,10
259,12.8959,77.55898,,-201,-,10
260,12.8959,77.558992,,-201,-,10
261,12.8959,77.558992,,-201,-,10
262,12.8959,77.558992,,-201,-,10
263,12.895895,77.559005,,-201,-,10
264,12.895895,77.559005,,-201,-,10
265,12.895893,77.559018,,-201,-,10
266,12.895893,77.559018,,-201,-,10
267,12.895885,77.55903,,-201,-,10
268,12.895885,77.55903,,-201,-,10
269,12.895878,77.559037,,-201,-,10
270,12.895878,77.559037,,-201,-,10
271,12.895868,77.55905,,-201,-,10
272,12.895868,77.55905,,-201,-,10
273,12.895857,77.55906,,-201,-,10
274,12.895857,77.55906,,-201,-,10
275,12.895843,77.559067,,-201,-,10
276,12.895843,77.559067,,-201,-,10
277,12.89583,77.559073,,-201,-,10
278,12.89583,77.559073,,-201,-,10
279,12.895822,77.55908,,-201,-,10
280,12.895822,77.55908,,-201,-,10
281,12.895812,77.559088,,-201,-,10
282,12.895812,77.559088,,-201,-,10
283,12.895798,77.559095,,-201,-,10
284,12.895798,77.559095,,-201,-,10
285,12.895787,77.559105,,-201,-,10
286,12.895787,77.559105,,-201,-,10
287,12.895773,77.559107,,-201,-,10
288,12.895773,77.559107,,-201,-,10
289,12.895773,77.559107,,-201,-,10
290,12.895765,77.559112,,-201,-,10
291,12.895755,77.559123,,-201,-,10
292,12.895747,77.559137,,-201,-,10
293,12.89574,77.559153,,-201,-,10
294,12.895738,77.559165,,-201,-,10
295,12.895735,77.559178,,-201,-,10
296,12.89573,77.559195,,-201,-,10
297,12.89573,77.559195,,-201,-,10
298,12.89573,77.559195,,-201,-,10
299,12.895732,77.55921,,-201,-,10
300,12.895732,77.55921,,-201,-,10
301,12.895732,77.559227,,-201,-,10
302,12.895732,77.559227,,-201,-,10
303,12.895732,77.559247,,-201,-,10
304,12.895732,77.559247,,-201,-,10
305,12.895727,77.559262,,-201,-,10
306,12.895722,77.55927,,-201,-,10
307,12.895722,77.55927,,-201,-,10
308,12.895713,77.559278,,-201,-,10
309,12.895713,77.559278,,-201,-,10
310,12.895702,77.559288,,-201,-,10
311,12.895702,77.559288,,-201,-,10
312,12.89569,77.55929,,-201,-,10
313,12.89569,77.55929,,-201,-,10
314,12.895677,77.559295,,-201,-,10
315,12.895677,77.559295,,-201,-,10
316,12.895662,77.5593,,-201,-,10
317,12.895662,77.5593,,-201,-,10
318,12.895648,77.5593,,-201,-,10
319,12.895648,77.5593,,-201,-,10
320,12.895633,77.559298,,-201,-,10
321,12.895633,77.559298,,-201,-,10
322,12.89562,77.559298,,-201,-,10
323,12.89562,77.559298,,-201,-,10
324,12.895602,77.5593,,-201,-,10
325,12.895602,77.5593,,-201,-,10
326,12.895602,77.5593,,-201,-,10
327,12.895585,77.559303,,-201,-,10
328,12.895572,77.559305,,-201,-,10
329,12.895557,77.559307,,-201,-,10
330,12.89554,77.559308,,-201,-,10
331,12.89552,77.559303,,-201,-,10
332,12.89551,77.5593,,-201,-,10
333,12.895495,77.559293,,-201,-,10
334,12.895482,77.559285,,-201,-,10
335,12.895482,77.559285,,-201,-,10
336,12.895482,77.559285,,-201,-,10
337,12.895467,77.559282,,-201,-,10
338,12.895467,77.559282,,-201,-,10
339,12.895452,77.559273,,-201,-,10
340,12.895452,77.559273,,-201,-,10
341,12.895443,77.559268,,-201,-,10
342,12.895435,77.559263,,-201,-,10
343,12.895435,77.559263,,-201,-,10
344,12.895422,77.559253,,-201,-,10
345,12.895422,77.559253,,-201,-,10
346,12.895412,77.55925,,-201,-,10
347,12.895402,77.559248,,-201,-,10
348,12.895402,77.559248,,-201,-,10
349,12.895388,77.559247,,-201,-,10
350,12.895378,77.559248,,-201,-,10
351,12.895378,77.559248,,-201,-,10
352,12.895365,77.55925,,-201,-,10
353,12.895365,77.55925,,-201,-,10
354,12.895355,77.559252,,-201,-,10
355,12.895342,77.559245,,-201,-,10
356,12.895342,77.559245,,-201,-,10
357,12.895325,77.559243,,-201,-,10
358,12.895325,77.559243,,-201,-,10
359,12.895308,77.559243,,-201,-,10
360,12.895308,77.559243,,-201,-,10
361,12.895292,77.559242,,-201,-,10
362,12.895292,77.559242,,-201,-,10
363,12.895273,77.559247,,-201,-,10
364,12.895273,77.559247,,-201,-,10
365,12.895263,77.559247,,-201,-,10
366,12.895263,77.559247,,-201,-,10
367,12.895263,77.559247,,-201,-,10
368,12.895248,77.559242,,-201,-,10
369,12.895238,77.559238,,-201,-,10
370,12.895227,77.559233,,-201,-,10
371,12.895213,77.55923,,-201,-,10
372,12.895202,77.559227,,-201,-,10
373,12.89519,77.559222,,-201,-,10
374,12.89518,77.559212,,-201,-,10
375,12.895163,77.559207,,-201,-,10
376,12.895163,77.559207,,-201,-,10
377,12.895163,77.559207,,-201,-,10
378,12.895148,77.5592,,-201,-,10
379,12.895148,77.5592,,-201,-,10
380,12.89514,77.559193,,-201,-,10
381,12.89514,77.559193,,-201,-,10
382,12.89513,77.559188,,-201,-,10
383,12.89513,77.559188,,-201,-,10
384,12.895117,77.559187,,-201,-,10
385,12.895117,77.559187,,-201,-,10
386,12.895107,77.55918,,-201,-,10
387,12.895107,77.55918,,-201,-,10
388,12.895088,77.559177,,-201,-,10
389,12.895088,77.559177,,-201,-,10
390,12.89507,77.559173,,-201,-,10
391,12.89507,77.559173,,-201,-,10
392,12.89505,77.559167,,-201,-,10
393,12.89505,77.559167,,-201,-,10
394,12.895028,77.559162,,-201,-,10
395,12.895028,77.559162,,-201,-,10
396,12.895013,77.559163,,-201,-,10
397,12.895013,77.559163,,-201,-,10
398,12.895,77.559163,,-201,-,10
399,12.895,77.559163,,-201,-,10
400,12.89498,77.559165,,-201,-,10
401,12.89498,77.559165,,-201,-,10
402,12.894968,77.559167,,-201,-,10
403,12.894958,77.559163,,-201,-,10
404,12.894958,77.559163,,-201,-,10
405,12.894958,77.559163,,-201,-,10
406,12.89495,77.559158,,-201,-,10
407,12.894963,77.559157,,-201,-,10
408,12.894975,77.559155,,-201,-,10
409,12.894987,77.559155,,-201,-,10
410,12.894987,77.559155,,-201,-,10
411,12.895007,77.559208,805,-201,-,15
412,12.895013,77.559213,805,-201,-,15
413,12.895013,77.559213,805,-89,-8,0
414,12.895085,77.559185,805,-89,-8,0
415,12.89502,77.55922,805,-89,-8,0
416,12.89502,77.55922,805,-201,-,14
417,12.895112,77.55919,805,-201,-,14
418,12.895127,77.559195,805,-201,-,14
419,12.895127,77.559195,805,-88,-8,0
420,12.89515,77.5592,805,-88,-8,0
421,12.895175,77.559208,805,-88,-8,0
422,12.895188,77.559212,805,-87,-8,0
423,12.8952,77.559212,805,-87,-8,0
424,12.895232,77.559213,805,-87,-8,0
425,12.895232,77.559213,805,-201,-,17
426,12.895252,77.559208,805,-201,-,17
427,12.895272,77.55921,805,-201,-,17
428,12.895272,77.55921,805,-86,-8,0
429,12.895317,77.559238,805,-86,-8,0
430,12.89535,77.559262,805,-86,-8,0
431,12.89535,77.559262,805,-86,-8,0
432,12.89535,77.559262,805,-86,-8,0
433,12.89539,77.559332,805,-87,-9,0
434,12.89539,77.559332,805,-87,-9,0
435,12.895397,77.559352,805,-87,-9,0
436,12.8954,77.559363,805,-87,-8,0
437,12.8954,77.559363,805,-87,-8,0
438,12.895397,77.559375,805,-87,-8,0
439,12.895397,77.559375,805,-88,-9,0
440,12.895397,77.559375,805,-88,-9,0
441,12.895397,77.559375,805,-201,-,19
442,12.895397,77.559375,805,-201,-,19
443,12.895408,77.559383,805,-201,-,19
444,12.895408,77.559383,805,-201,-,18
445,12.895422,77.559383,805,-201,-,18
446,12.895422,77.559383,805,-201,-,18
447,12.895422,77.559383,805,-89,-9,0
448,12.895437,77.559388,805,-89,-9,0
449,12.895437,77.559388,805,-89,-9,0
450,12.895447,77.559392,805,-88,-9,0
451,12.895447,77.559392,805,-88,-9,0
452,12.895447,77.559392,805,-89,-8,0
453,12.895447,77.559392,805,-89,-8,0
454,12.895447,77.559392,805,-86,-8,0
455,12.895447,77.559392,805,-201,-,15
456,12.895447,77.559392,805,-201,-,15
457,12.895447,77.559392,805,-201,-,15
458,12.895447,77.559392,805,-89,-9,0
459,12.895447,77.559392,805,-89,-9,0
460,12.895447,77.559392,805,-89,-9,0
461,12.895447,77.559392,805,-89,-9,0
462,12.895447,77.559392,805,-89,-9,0
463,12.895447,77.559392,805,-89,-9,0
464,12.895447,77.559392,805,-89,-9,0
465,12.895447,77.559392,805,-89,-9,0
466,12.895447,77.559392,805,-89,-9,0
467,12.895447,77.559392,805,-89,-9,0
468,12.895447,77.559392,805,-89,-9,0
469,12.89546,77.559493,803,-89,-9,0
470,12.89546,77.559493,803,-89,-9,0
471,12.895462,77.559505,803,-89,-9,0
472,12.895462,77.559505,803,-89,-9,0
473,12.895462,77.559505,803,-89,-9,0
474,12.895475,77.55953,803,-89,-9,0
475,12.895475,77.55953,803,-89,-9,0
476,12.89549,77.559535,803,-89,-9,0
477,12.89549,77.559535,803,-89,-9,0
478,12.89549,77.559535,803,-89,-9,0
479,12.89551,77.559543,803,-89,-9,0
480,12.89552,77.55955,803,-89,-9,0
481,12.895533,77.559557,803,-89,-9,0
482,12.895548,77.55956,803,-89,-9,0
483,12.895563,77.559558,803,-89,-9,0
484,12.895577,77.559557,803,-89,-9,0
485,12.89559,77.559553,803,-89,-9,0
486,12.8956,77.559545,804,-89,-9,0
487,12.895607,77.559533,805,-89,-9,0
488,12.895613,77.559522,805,-89,-9,0
489,12.895628,77.559513,805,-89,-9,0
490,12.895665,77.55952,804,-89,-9,0
491,12.895698,77.55949,804,-89,-9,0
492,12.895713,77.559473,804,-89,-9,0
493,12.895713,77.559473,804,-89,-9,0
494,12.895713,77.559473,804,-89,-9,0
495,12.89573,77.559458,803,-89,-9,0
496,12.895752,77.559435,803,-89,-9,0
497,12.895752,77.559435,803,-89,-9,0
498,12.89577,77.559417,802,-89,-9,0
499,12.89579,77.559395,801,-89,-9,0
500,12.89579,77.559395,801,-89,-9,0
501,12.89581,77.559375,801,-89,-9,0
502,12.895823,77.559358,801,-89,-9,0
503,12.895823,77.559358,801,-89,-9,0
504,12.895845,77.559347,800,-89,-9,0
505,12.89586,77.559337,801,-89,-9,0
506,12.89586,77.559337,801,-89,-9,0
507,12.895877,77.559323,801,-89,-9,0
508,12.89589,77.559308,801,-89,-9,0
509,12.89589,77.559308,801,-89,-9,0
510,12.895905,77.55929,802,-89,-9,0
511,12.895927,77.55926,803,-89,-9,0
512,12.895927,77.55926,803,-89,-9,0
513,12.895935,77.559248,803,-89,-9,0
514,12.895935,77.559248,803,-89,-9,0
515,12.895943,77.559232,803,-89,-9,0
516,12.895955,77.559217,803,-89,-9,0
517,12.895955,77.559217,803,-89,-9,0
518,12.895973,77.559202,804,-89,-9,0
519,12.895988,77.559202,804,-89,-9,0
520,12.895988,77.559202,804,-89,-9,0
521,12.896005,77.5592,804,-89,-9,0
522,12.896025,77.559202,804,-89,-9,0
523,12.896025,77.559202,804,-89,-9,0
524,12.896048,77.5592,804,-89,-9,0
525,12.896073,77.559195,805,-89,-9,0
526,12.896073,77.559195,805,-89,-9,0
527,12.896097,77.559187,805,-89,-9,0
528,12.896122,77.559173,806,-89,-9,0
529,12.896122,77.559173,806,-89,-9,0
530,12.896143,77.559157,806,-89,-9,0
531,12.896157,77.559143,806,-89,-9,0
532,12.896157,77.559143,806,-89,-9,0
533,12.896157,77.559143,806,-89,-9,0
534,12.89617,77.559127,807,-89,-9,0
535,12.896185,77.559113,807,-89,-9,0
536,12.896198,77.559098,807,-89,-9,0
537,12.896212,77.559085,808,-89,-9,0
538,12.896223,77.559072,808,-89,-9,0
539,12.896243,77.559052,809,-89,-9,0
540,12.896257,77.559038,809,-89,-9,0
541,12.896273,77.55902,809,-89,-9,0
542,12.896302,77.558998,808,-89,-9,0
543,12.896335,77.558977,809,-89,-9,0
544,12.89636,77.558948,808,-89,-9,0
545,12.896378,77.558923,807,-89,-9,0
546,12.896387,77.558907,808,-89,-9,0
547,12.896393,77.558875,808,-89,-9,0
548,12.896393,77.558875,808,-89,-9,0
549,12.896393,77.558875,808,-89,-9,0
550,12.896413,77.55885,808,-89,-9,0
551,12.896422,77.558833,808,-89,-9,0
552,12.896422,77.558833,808,-89,-9,0
553,12.896427,77.558817,807,-89,-9,0
554,12.896435,77.5588,807,-89,-9,0
555,12.896435,77.5588,807,-89,-9,0
556,12.89645,77.55878,807,-89,-9,0
557,12.896475,77.558763,806,-89,-9,0
558,12.896475,77.558763,806,-89,-9,0
559,12.896523,77.558728,806,-89,-9,0
560,12.896575,77.558692,805,-89,-9,0
561,12.896575,77.558692,805,-89,-9,0
562,12.896632,77.55865,805,-89,-9,0
563,12.896683,77.558608,805,-89,-9,0
564,12.896683,77.558608,805,-89,-9,0
565,12.89673,77.558563,806,-89,-9,0
566,12.896762,77.55853,807,-89,-9,0
567,12.896762,77.55853,807,-89,-9,0
568,12.896788,77.558498,808,-89,-9,0
569,12.896788,77.558498,808,-89,-9,0
570,12.896808,77.558477,808,-89,-9,0
571,12.89683,77.558453,808,-89,-9,0
572,12.896843,77.558442,808,-89,-9,0
573,12.896843,77.558442,808,-89,-9,0
574,12.896862,77.558427,809,-89,-9,0
575,12.896908,77.558388,808,-89,-9,0
576,12.896908,77.558388,808,-89,-9,0
577,12.896932,77.558363,808,-89,-9,0
578,12.896955,77.558342,809,-89,-9,0
579,12.896955,77.558342,809,-89,-9,0
580,12.896988,77.558305,809,-89,-9,0
581,12.897022,77.55826,808,-89,-9,0
582,12.897022,77.55826,808,-89,-9,0
583,12.897045,77.558218,808,-89,-9,0
584,12.897052,77.558193,807,-89,-9,0
585,12.897052,77.558193,807,-89,-9,0
586,12.89706,77.558165,807,-89,-9,0
587,12.897063,77.558145,807,-89,-9,0
588,12.897063,77.558145,807,-89,-9,0
589,12.897063,77.558145,807,-89,-9,0
590,12.897062,77.558123,806,-89,-9,0
591,12.89706,77.558107,806,-89,-9,0
592,12.897053,77.558093,806,-89,-9,0
593,12.897043,77.558075,806,-89,-9,0
594,12.897035,77.558062,806,-89,-9,0
595,12.897023,77.558047,806,-89,-9,0
596,12.897012,77.558028,806,-89,-9,0
597,12.897,77.558017,805,-89,-9,0
598,12.89699,77.557998,806,-89,-9,0
599,12.89697,77.557977,805,-89,-9,0
600,12.89695,77.557962,805,-89,-9,0
601,12.896928,77.557947,804,-89,-9,0
602,12.896907,77.557927,804,-89,-9,0
603,12.896887,77.557912,803,-89,-9,0
604,12.896887,77.557912,803,-89,-9,0
605,12.896887,77.557912,803,-89,-9,0
606,12.896862,77.557888,803,-89,-9,0
607,12.896833,77.55786,801,-89,-9,0
608,12.896833,77.55786,801,-89,-9,0
609,12.896813,77.557825,800,-89,-9,0
610,12.896792,77.557793,801,-89,-9,0
611,12.896792,77.557793,801,-89,-9,0
612,12.896763,77.55776,800,-89,-9,0
613,12.896737,77.557738,800,-89,-9,0
614,12.896737,77.557738,800,-89,-9,0
615,12.896713,77.55772,800,-89,-9,0
616,12.89668,77.557688,800,-89,-9,0
617,12.89668,77.557688,800,-89,-9,0
618,12.896648,77.557653,800,-89,-9,0
619,12.896615,77.557617,801,-89,-9,0
620,12.896615,77.557617,801,-89,-9,0
621,12.896573,77.557572,801,-89,-9,0
622,12.89653,77.557537,801,-89,-9,0
623,12.89653,77.557537,801,-89,-9,0
624,12.896487,77.557503,802,-89,-9,0
625,12.896487,77.557503,802,-89,-9,0
626,12.896442,77.557453,803,-89,-9,0
627,12.896395,77.557407,803,-89,-9,0
628,12.896395,77.557407,803,-89,-9,0
629,12.89636,77.557368,803,-89,-9,0
630,12.89633,77.557332,804,-89,-9,0
631,12.89633,77.557332,804,-89,-9,0
632,12.896303,77.5573,804,-89,-9,0
633,12.896273,77.55727,805,-89,-9,0
634,12.896273,77.55727,805,-89,-9,0
635,12.896238,77.557238,806,-89,-9,0
636,12.896202,77.55722,807,-89,-9,0
637,12.896202,77.55722,807,-89,-9,0
638,12.896168,77.557197,808,-89,-9,0
639,12.896135,77.557163,809,-89,-9,0
640,12.896135,77.557163,809,-89,-9,0
641,12.896095,77.55713,809,-89,-9,0
642,12.896047,77.557108,810,-89,-9,0
643,12.896047,77.557108,810,-89,-9,0
644,12.896047,77.557108,810,-89,-9,0
645,12.896007,77.557088,810,-89,-9,0
646,12.895972,77.55706,809,-89,-9,0
647,12.89593,77.55702,809,-89,-9,0
648,12.895885,77.556975,809,-89,-9,0
649,12.895835,77.55693,806,-89,-9,0
650,12.895798,77.556898,806,-89,-9,0
651,12.895762,77.556865,805,-89,-9,0
652,12.895728,77.556843,805,-89,-9,0
653,12.8957,77.556815,807,-89,-9,0
654,12.895682,77.556788,808,-89,-9,0
655,12.895663,77.55676,810,-89,-9,0
656,12.89565,77.556733,810,-89,-9,0
657,12.895637,77.556703,811,-89,-9,0
658,12.895625,77.55668,811,-89,-9,0
659,12.895615,77.556662,811,-89,-9,0
660,12.895615,77.556662,811,-89,-9,0
