,Latitude,Longitude,Elevation,RSRP,RSRQ,SNR
3118,12.905337,77.56275,824,-201,-,8
3119,12.905337,77.56275,824,-73,-8,0
3120,12.905305,77.562743,824,-73,-8,0
3121,12.90528,77.562735,824,-73,-8,0
3122,12.90528,77.562735,824,-73,-8,0
3123,12.90528,77.562735,824,-73,-8,0
3124,12.905258,77.562727,825,-73,-8,0
3125,12.905238,77.562722,825,-74,-8,0
3126,12.905238,77.562722,825,-74,-8,0
3127,12.905217,77.562717,826,-74,-8,0
3128,12.905178,77.562703,825,-74,-8,0
3129,12.905178,77.562703,825,-73,-9,0
3130,12.905143,77.56269,824,-73,-9,0
3131,12.905113,77.562678,824,-73,-9,0
3132,12.905113,77.562678,824,-73,-9,0
3133,12.905083,77.562667,824,-73,-9,0
3134,12.905047,77.562655,824,-73,-9,0
3135,12.905047,77.562655,824,-73,-9,0
3136,12.905008,77.56264,825,-73,-9,0
3137,12.904973,77.562622,825,-73,-9,0
3138,12.904973,77.562622,825,-73,-9,0
3139,12.904953,77.562607,826,-73,-9,0
3140,12.904932,77.56259,826,-73,-9,0
3141,12.904932,77.56259,826,-73,-9,0
3142,12.904895,77.562565,827,-73,-9,0
3143,12.904895,77.562565,827,-73,-9,0
3144,12.90483,77.562545,825,-73,-9,0
3145,12.904782,77.562523,825,-73,-9,0
3146,12.904782,77.562523,825,-73,-9,0
3147,12.904745,77.562512,825,-73,-9,0
3148,12.904718,77.562503,826,-73,-9,0
3149,12.904718,77.562503,826,-73,-9,0
3150,12.90469,77.562488,827,-73,-9,0
3151,12.904653,77.562465,827,-73,-9,0
3152,12.904653,77.562465,827,-73,-9,0
3153,12.904612,77.562445,828,-73,-9,0
3154,12.904572,77.562423,828,-73,-9,0
3155,12.904572,77.562423,828,-73,-9,0
3156,12.904523,77.562395,828,-73,-9,0
3157,12.904475,77.56237,827,-73,-9,0
3158,12.904475,77.56237,827,-73,-9,0
3159,12.904422,77.562343,827,-73,-9,0
3160,12.904363,77.562313,827,-73,-9,0
3161,12.904363,77.562313,827,-73,-9,0
3162,12.904363,77.562313,827,-73,-9,0
3163,12.904307,77.56228,826,-73,-9,0
3164,12.90421,77.562212,822,-73,-9,0
3165,12.904107,77.56215,819,-73,-9,0
3166,12.904028,77.562107,817,-73,-9,0
3167,12.903948,77.562058,814,-73,-9,0
3168,12.9039,77.56203,814,-73,-9,0
3169,12.903822,77.561992,813,-73,-9,0
3170,12.903748,77.561953,812,-73,-9,0
3171,12.90368,77.561922,811,-73,-9,0
3172,12.903625,77.561903,810,-73,-9,0
3173,12.903582,77.561883,810,-73,-9,0
3174,12.90353,77.561857,809,-73,-9,0
3175,12.903483,77.561832,808,-73,-9,0
3176,12.903435,77.56181,806,-73,-9,0
3177,12.903375,77.561792,806,-73,-9,0
3178,12.903375,77.561792,806,-73,-9,0
3179,12.903375,77.561792,806,-73,-9,0
3180,12.903322,77.561775,806,-73,-9,0
3181,12.903278,77.561757,805,-73,-9,0
3182,12.903278,77.561757,805,-73,-9,0
3183,12.903232,77.561737,805,-73,-9,0
3184,12.903188,77.561713,804,-73,-9,0
3185,12.903188,77.561713,804,-73,-9,0
3186,12.903142,77.561692,804,-73,-9,0
3187,12.903103,77.561672,803,-73,-9,0
3188,12.903103,77.561672,803,-73,-9,0
3189,12.903068,77.561648,803,-73,-9,0
3190,12.903042,77.561628,802,-73,-9,0
3191,12.903042,77.561628,802,-73,-9,0
3192,12.903003,77.561605,801,-73,-9,0
3193,12.902967,77.561587,801,-73,-9,0
3194,12.902967,77.561587,801,-73,-9,0
3195,12.902937,77.561572,801,-73,-9,0
3196,12.902908,77.561553,800,-73,-9,0
3197,12.902908,77.561553,800,-73,-9,0
3198,12.90288,77.561538,800,-73,-9,0
3199,12.90288,77.561538,800,-73,-9,0
3200,12.902853,77.561522,800,-73,-9,0
3201,12.902827,77.561507,800,-73,-9,0
3202,12.902827,77.561507,800,-73,-9,0
3203,12.902803,77.561498,800,-73,-9,0
3204,12.902778,77.561488,800,-73,-9,0
3205,12.902778,77.561488,800,-73,-9,0
3206,12.902743,77.561472,800,-73,-9,0
3207,12.902705,77.561452,801,-73,-9,0
3208,12.902705,77.561452,801,-73,-9,0
3209,12.902677,77.561432,801,-73,-9,0
3210,12.902643,77.561417,801,-73,-9,0
3211,12.902643,77.561417,801,-73,-9,0
3212,12.902595,77.561387,801,-73,-9,0
3213,12.902527,77.561338,800,-73,-9,0
3214,12.902527,77.561338,800,-73,-9,0
3215,12.902458,77.56127,799,-73,-9,0
3216,12.902407,77.56124,799,-73,-9,0
3217,12.902407,77.56124,799,-73,-9,0
3218,12.902407,77.56124,799,-73,-9,0
3219,12.902352,77.561218,799,-73,-9,0
3220,12.902297,77.561195,799,-73,-9,0
3221,12.902237,77.561177,799,-73,-9,0
3222,12.902187,77.561163,799,-73,-9,0
3223,12.902142,77.561147,799,-73,-9,0
3224,12.902088,77.561128,799,-73,-9,0
3225,12.902035,77.5611,797,-73,-9,0
3226,12.90199,77.561055,796,-73,-9,0
3227,12.901947,77.561007,796,-73,-9,0
3228,12.901907,77.560962,796,-73,-9,0
3229,12.901862,77.560922,797,-73,-9,0
3230,12.90181,77.560882,797,-73,-9,0
3231,12.901768,77.560845,797,-73,-9,0
3232,12.901733,77.560812,798,-73,-9,0
3233,12.901692,77.560778,800,-73,-9,0
3234,12.901692,77.560778,800,-73,-9,0
3235,12.901692,77.560778,800,-73,-9,0
3236,12.901653,77.560747,801,-73,-9,0
3237,12.901618,77.560713,803,-73,-9,0
3238,12.901618,77.560713,803,-73,-9,0
3239,12.901582,77.560673,803,-73,-9,0
3240,12.901555,77.560633,803,-73,-9,0
3241,12.901555,77.560633,803,-73,-9,0
3242,12.901512,77.560587,803,-73,-9,0
3243,12.901472,77.560538,802,-73,-9,0
3244,12.901472,77.560538,802,-73,-9,0
3245,12.901432,77.560498,802,-73,-9,0
3246,12.901388,77.560455,804,-73,-9,0
3247,12.901388,77.560455,804,-73,-9,0
3248,12.90135,77.5604,804,-73,-9,0
3249,12.901305,77.560343,805,-73,-9,0
3250,12.901305,77.560343,805,-73,-9,0
3251,12.901262,77.560278,806,-73,-9,0
3252,12.90122,77.560232,807,-73,-9,0
3253,12.90122,77.560232,807,-73,-9,0
3254,12.901183,77.560183,807,-73,-9,0
3255,12.901183,77.560183,807,-73,-9,0
3256,12.901152,77.560147,807,-73,-9,0
3257,12.90112,77.560113,807,-73,-9,0
3258,12.90112,77.560113,807,-73,-9,0
3259,12.9011,77.560085,807,-73,-9,0
3260,12.90109,77.560072,807,-73,-9,0
3261,12.90109,77.560072,807,-73,-9,0
3262,12.901075,77.560052,807,-73,-9,0
3263,12.90107,77.560043,806,-73,-9,0
3264,12.90107,77.560043,806,-73,-9,0
3265,12.901062,77.560035,806,-73,-9,0
3266,12.901052,77.560025,806,-73,-9,0
3267,12.901052,77.560025,806,-73,-9,0
3268,12.901043,77.560017,806,-73,-9,0
3269,12.901032,77.56,806,-73,-9,0
3270,12.901032,77.56,806,-73,-9,0
3271,12.901015,77.559975,805,-73,-9,0
3272,12.900998,77.559948,804,-73,-9,0
3273,12.900998,77.559948,804,-73,-9,0
3274,12.900998,77.559948,804,-73,-9,0
3275,12.900983,77.559923,804,-73,-9,0
3276,12.90097,77.559907,804,-73,-9,0
3277,12.900955,77.559892,805,-73,-9,0
3278,12.900942,77.559865,806,-73,-9,0
3279,12.90093,77.559847,807,-73,-9,0
3280,12.900908,77.559832,808,-73,-9,0
3281,12.900877,77.559808,809,-73,-9,0
3282,12.900857,77.559783,810,-73,-9,0
3283,12.900833,77.559757,811,-73,-9,0
3284,12.900807,77.559735,812,-73,-9,0
3285,12.900782,77.559705,814,-73,-9,0
3286,12.900752,77.559678,814,-73,-9,0
3287,12.900723,77.559652,815,-73,-9,0
3288,12.900693,77.559623,815,-73,-9,0
3289,12.900693,77.559623,815,-73,-9,0
3290,12.900693,77.559623,815,-73,-9,0
3291,12.900663,77.559592,815,-73,-9,0
3292,12.900632,77.559555,816,-73,-9,0
3293,12.900632,77.559555,816,-73,-9,0
3294,12.900597,77.559515,816,-73,-9,0
3295,12.900555,77.559475,816,-73,-9,0
3296,12.900555,77.559475,816,-73,-9,0
3297,12.900508,77.559425,816,-73,-9,0
3298,12.90046,77.559362,816,-73,-9,0
3299,12.90046,77.559362,816,-73,-9,0
3300,12.900387,77.55927,814,-73,-9,0
3301,12.900333,77.55921,814,-73,-9,0
3302,12.900333,77.55921,814,-73,-9,0
3303,12.900268,77.559112,813,-73,-9,0
3304,12.900222,77.559048,813,-73,-9,0
3305,12.900222,77.559048,813,-73,-9,0
3306,12.900177,77.558987,813,-73,-9,0
3307,12.900137,77.558933,814,-73,-9,0
3308,12.900137,77.558933,814,-73,-9,0
3309,12.900083,77.558877,814,-73,-9,0
3310,12.900083,77.558877,814,-73,-9,0
3311,12.90004,77.558822,814,-73,-9,0
3312,12.900007,77.558777,814,-73,-9,0
3313,12.900007,77.558777,814,-73,-9,0
3314,12.899975,77.558732,813,-73,-9,0
3315,12.899935,77.558682,813,-73,-9,0
3316,12.899935,77.558682,813,-73,-9,0
3317,12.899877,77.558615,811,-73,-9,0
3318,12.899833,77.558568,810,-73,-9,0
3319,12.899833,77.558568,810,-73,-9,0
3320,12.899792,77.558518,809,-73,-9,0
3321,12.899755,77.558477,809,-73,-9,0
3322,12.899755,77.558477,809,-73,-9,0
3323,12.899708,77.558432,808,-73,-9,0
3324,12.899667,77.558397,807,-73,-9,0
3325,12.899667,77.558397,807,-73,-9,0
3326,12.899618,77.558355,806,-73,-9,0
3327,12.899567,77.558312,806,-73,-9,0
3328,12.899567,77.558312,806,-73,-9,0
3329,12.899567,77.558312,806,-73,-9,0
3330,12.899512,77.558258,806,-73,-9,0
3331,12.899462,77.558208,806,-73,-9,0
3332,12.89941,77.558157,807,-73,-9,0
3333,12.899367,77.558117,807,-73,-9,0
3334,12.899332,77.558082,808,-73,-9,0
3335,12.899303,77.558052,809,-73,-9,0
3336,12.899282,77.558025,809,-73,-9,0
3337,12.899255,77.558002,810,-73,-9,0
3338,12.899197,77.557965,809,-73,-9,0
3339,12.899155,77.557928,810,-73,-9,0
3340,12.899102,77.557898,811,-73,-9,0
3341,12.899072,77.557875,812,-73,-9,0
3342,12.899042,77.557853,812,-73,-9,0
3343,12.89901,77.55784,812,-73,-9,0
3344,12.898982,77.557822,812,-73,-9,0
3345,12.898982,77.557822,812,-73,-9,0
3346,12.898982,77.557822,812,-73,-9,0
3347,12.89895,77.557805,812,-73,-9,0
3348,12.89892,77.557792,811,-73,-9,0
3349,12.89892,77.557792,811,-73,-9,0
3350,12.898897,77.557772,810,-73,-9,0
3351,12.898877,77.55777,809,-73,-9,0
3352,12.898877,77.55777,809,-73,-9,0
3353,12.898858,77.55778,809,-73,-9,0
3354,12.898843,77.557792,810,-73,-9,0
3355,12.898843,77.557792,810,-73,-9,0
3356,12.89883,77.557808,810,-73,-9,0
3357,12.898812,77.557828,811,-73,-9,0
3358,12.898812,77.557828,811,-73,-9,0
3359,12.898805,77.557853,817,-73,-9,0
3360,12.898788,77.557875,818,-73,-9,0
3361,12.898788,77.557875,818,-73,-9,0
3362,12.898775,77.557892,819,-73,-9,0
3363,12.898762,77.55791,820,-73,-9,0
3364,12.898762,77.55791,820,-73,-9,0
3365,12.89874,77.557925,820,-73,-9,0
3366,12.89874,77.557925,820,-73,-9,0
3367,12.898718,77.557945,822,-73,-9,0
3368,12.898707,77.557965,823,-73,-9,0
3369,12.898707,77.557965,823,-73,-9,0
3370,12.898695,77.557988,823,-73,-9,0
3371,12.89868,77.558017,824,-73,-9,0
3372,12.89868,77.558017,824,-73,-9,0
3373,12.89866,77.558048,824,-73,-9,0
3374,12.898638,77.558078,824,-73,-9,0
3375,12.898638,77.558078,824,-73,-9,0
3376,12.898617,77.558103,823,-73,-9,0
3377,12.898592,77.558138,823,-73,-9,0
3378,12.898592,77.558138,823,-73,-9,0
3379,12.898562,77.558172,822,-73,-9,0
3380,12.898532,77.558202,821,-73,-9,0
3381,12.898532,77.558202,821,-73,-9,0
3382,12.898503,77.558228,821,-73,-9,0
3383,12.898477,77.55825,821,-73,-9,0
3384,12.898477,77.55825,821,-73,-9,0
3385,12.898477,77.55825,821,-73,-9,0
3386,12.898453,77.558268,821,-73,-9,0
3387,12.898422,77.558292,822,-73,-9,0
3388,12.898392,77.558327,822,-73,-9,0
3389,12.898362,77.558365,823,-73,-9,0
3390,12.898337,77.558398,824,-73,-9,0
3391,12.898317,77.558437,825,-73,-9,0
3392,12.898282,77.558478,826,-73,-9,0
3393,12.898235,77.558517,828,-73,-9,0
3394,12.898183,77.55856,827,-73,-9,0
3395,12.89815,77.558598,827,-73,-9,0
3396,12.898115,77.558643,827,-73,-9,0
3397,12.898077,77.558687,826,-73,-9,0
3398,12.898035,77.558728,825,-73,-9,0
3399,12.898,77.55876,824,-73,-9,0
3400,12.898,77.55876,824,-73,-9,0
3401,12.898,77.55876,824,-73,-9,0
3402,12.897962,77.558802,822,-73,-9,0
3403,12.897925,77.558848,821,-73,-9,0
3404,12.897925,77.558848,821,-73,-9,0
3405,12.897892,77.558893,820,-73,-9,0
3406,12.897865,77.558933,819,-73,-9,0
3407,12.897865,77.558933,819,-73,-9,0
3408,12.897845,77.559,816,-73,-9,0
3409,12.897812,77.559038,816,-73,-9,0
3410,12.897812,77.559038,816,-73,-9,0
3411,12.897775,77.559078,815,-73,-9,0
3412,12.897738,77.55912,814,-73,-9,0
3413,12.897738,77.55912,814,-73,-9,0
3414,12.897703,77.559168,813,-73,-9,0
3415,12.897663,77.559215,812,-73,-9,0
3416,12.897663,77.559215,812,-73,-9,0
3417,12.897615,77.559272,813,-73,-9,0
3418,12.897578,77.559318,813,-73,-9,0
3419,12.897578,77.559318,813,-73,-9,0
3420,12.897543,77.559362,813,-73,-9,0
3421,12.897543,77.559362,813,-73,-9,0
3422,12.897507,77.55941,813,-73,-9,0
3423,12.897465,77.559458,813,-73,-9,0
3424,12.897465,77.559458,813,-73,-9,0
3425,12.897422,77.559512,813,-73,-9,0
3426,12.897385,77.559558,812,-73,-9,0
3427,12.897385,77.559558,812,-73,-9,0
3428,12.897355,77.5596,812,-73,-9,0
3429,12.897318,77.559642,812,-73,-9,0
3430,12.897318,77.559642,812,-73,-9,0
3431,12.897285,77.559677,812,-73,-9,0
3432,12.897245,77.559713,812,-73,-9,0
3433,12.897245,77.559713,812,-73,-9,0
3434,12.897212,77.559752,812,-73,-9,0
3435,12.897172,77.559793,812,-73,-9,0
3436,12.897172,77.559793,812,-73,-9,0
3437,12.897132,77.559843,813,-73,-9,0
3438,12.89709,77.559892,813,-73,-9,0
3439,12.89709,77.559892,813,-73,-9,0
3440,12.89709,77.559892,813,-73,-9,0
3441,12.897048,77.559935,815,-73,-9,0
3442,12.89701,77.55998,816,-73,-9,0
3443,12.896973,77.560027,817,-73,-9,0
3444,12.896932,77.56007,816,-73,-9,0
3445,12.89689,77.560118,817,-73,-9,0
3446,12.896852,77.560153,817,-73,-9,0
3447,12.896822,77.560177,817,-73,-9,0
3448,12.896792,77.560195,816,-73,-9,0
3449,12.896765,77.560203,817,-73,-9,0
3450,12.896743,77.5602,817,-73,-9,0
3451,12.896718,77.56019,817,-73,-9,0
3452,12.896682,77.560187,817,-73,-9,0
3453,12.896637,77.560192,817,-73,-9,0
3454,12.896602,77.560185,816,-73,-9,0
3455,12.896565,77.560178,816,-73,-9,0
3456,12.896565,77.560178,816,-73,-9,0
3457,12.896565,77.560178,816,-73,-9,0
3458,12.896527,77.560165,817,-73,-9,0
3459,12.896488,77.560152,817,-73,-9,0
3460,12.896488,77.560152,817,-73,-9,0
3461,12.896448,77.560137,817,-73,-9,0
3462,12.896412,77.560127,816,-73,-9,0
3463,12.896412,77.560127,816,-73,-9,0
3464,12.89638,77.560113,816,-73,-9,0
3465,12.896352,77.560107,816,-73,-9,0
3466,12.896352,77.560107,816,-73,-9,0
3467,12.896328,77.560107,816,-73,-9,0
3468,12.896305,77.560103,816,-73,-9,0
3469,12.896305,77.560103,816,-73,-9,0
3470,12.896283,77.560103,816,-73,-9,0
3471,12.896262,77.5601,817,-73,-9,0
3472,12.896262,77.5601,817,-73,-9,0
3473,12.896233,77.5601,817,-73,-9,0
3474,12.896207,77.560095,818,-73,-9,0
3475,12.896207,77.560095,818,-73,-9,0
3476,12.89618,77.560087,817,-73,-9,0
3477,12.89618,77.560087,817,-73,-9,0
3478,12.896155,77.560082,816,-73,-9,0
3479,12.89612,77.56007,816,-73,-9,0
3480,12.89612,77.56007,816,-73,-9,0
3481,12.896087,77.56006,815,-73,-9,0
3482,12.896058,77.560047,814,-73,-9,0
3483,12.896058,77.560047,814,-73,-9,0
3484,12.896032,77.560033,813,-73,-9,0
3485,12.896003,77.560012,813,-73,-9,0
3486,12.896003,77.560012,813,-73,-9,0
3487,12.895975,77.55999,813,-73,-9,0
3488,12.895948,77.55997,813,-73,-9,0
3489,12.895948,77.55997,813,-73,-9,0
3490,12.89592,77.559947,813,-73,-9,0
3491,12.895892,77.559925,813,-73,-9,0
3492,12.895892,77.559925,813,-73,-9,0
3493,12.895867,77.559898,813,-73,-9,0
3494,12.895847,77.559877,813,-73,-9,0
3495,12.895847,77.559877,813,-73,-9,0
3496,12.895847,77.559877,813,-73,-9,0
3497,12.895825,77.55986,812,-73,-9,0
3498,12.895803,77.559843,812,-73,-9,0
3499,12.895773,77.559832,813,-73,-9,0
3500,12.895738,77.559807,813,-73,-9,0
3501,12.895708,77.55979,813,-73,-9,0
3502,12.895673,77.559765,811,-73,-9,0
3503,12.895655,77.559743,811,-73,-9,0
3504,12.895638,77.559723,811,-73,-9,0
3505,12.895622,77.559697,811,-73,-9,0
3506,12.8956,77.559657,809,-73,-9,0
3507,12.895575,77.559618,808,-73,-9,0
3508,12.895553,77.559583,808,-73,-9,0
3509,12.895533,77.55955,807,-73,-9,0
3510,12.895518,77.559515,807,-73,-9,0
3511,12.895518,77.559515,807,-73,-9,0
3512,12.895518,77.559515,807,-73,-9,0
3513,12.89551,77.559488,807,-73,-9,0
3514,12.895503,77.55947,807,-73,-9,0
3515,12.895503,77.55947,807,-73,-9,0
3516,12.8955,77.559455,807,-73,-9,0
3517,12.8955,77.559455,807,-73,-9,0
3518,12.895497,77.559445,807,-73,-9,0
3519,12.895497,77.559445,807,-73,-9,0
3520,12.895493,77.559435,806,-73,-9,0
3521,12.895493,77.559435,806,-73,-9,0
3522,12.895482,77.559425,806,-73,-9,0
3523,12.895482,77.559425,806,-73,-9,0
3524,12.895482,77.559425,806,-73,-9,0
3525,12.895482,77.559425,806,-73,-9,0
3526,12.895482,77.559425,806,-73,-9,0
3527,12.895482,77.559425,806,-73,-9,0
3528,12.905778,77.562857,,-75,-10,0
3529,12.905777,77.56287,,-201,,7
3530,12.905777,77.562883,,-72,-9,0
3531,12.905692,77.562933,,-201,,11
3532,12.905692,77.562933,,-76,-10,0
3533,12.905702,77.562913,,-201,,8
3534,12.905702,77.562913,,-74,-9,0
3535,12.905688,77.562865,,-201,,6
3536,12.905602,77.562818,,-74,-8,0
3537,12.905388,77.562757,,-201,,8
3538,12.905337,77.56275,,-73,-8,0
3539,12.907097,77.5637,,-74,-8,0
3540,12.906785,77.56358,,-74,-8,0
3541,12.908392,77.564022,,-201,,16
3542,12.908357,77.564027,,-76,-10,0
3543,12.90287,77.504212,,-107,-14,0
3544,12.903042,77.504323,,-108,-16,0
3545,12.903042,77.504323,,-108,-16,0
3546,12.902802,77.504653,,-108,-16,0
3547,12.908195,77.56289,,-83,-7,0
3548,12.908353,77.563213,,-84,-8,0
3549,12.908493,77.563575,,-84,-8,0
3550,12.908512,77.563907,,-84,-8,0
3551,12.908177,77.562596,,-96,-14,0
3552,12.908096,77.56263,,-201,,4
3553,12.908096,77.56263,,-95,-13,0
3554,12.908111,77.562636,,-201,,11
3555,12.908111,77.562636,,-101,-15,0
3556,12.907065,77.56292,,-201,,9
3557,12.908113,77.562817,,-91,-8,0
3558,12.908155,77.562867,,-201,,13
3559,12.908177,77.562873,,-83,-7,0
3560,12.908237,77.56298,,-201,,12
3561,12.908263,77.563007,,-81,-8,0
3562,12.902567,77.562742,791,-201,-,8
3563,12.902567,77.562735,789,-201,-,8
3564,12.902567,77.562735,789,-81,-10,0
3565,12.902567,77.562735,789,-201,-,7
3566,12.902627,77.562735,789,-85,-12,0
3567,12.902695,77.562798,792,-84,-13,0
3568,12.902695,77.562798,792,-201,-,9
3569,12.902695,77.562798,792,-86,-12,0
3570,12.902788,77.562802,791,-88,-11,0
3571,12.902788,77.562802,791,-201,-,14
3572,12.902788,77.562802,791,-91,-13,0
3573,12.902788,77.562802,791,-201,-,13
3574,12.902788,77.562802,791,-87,-11,0
3575,12.902877,77.562847,792,-88,-12,0
3576,12.902948,77.562958,794,-88,-12,0
3577,12.903022,77.563048,801,-88,-12,0
3578,12.90305,77.563048,797,-88,-12,0
3579,12.90305,77.563048,797,-88,-12,0
3580,12.903057,77.56306,793,-88,-12,0
3581,12.903057,77.56306,793,-88,-12,0
3582,12.903057,77.56306,793,-88,-12,0
3583,12.901516,77.56414,821,-110,-15,0
3584,12.901516,77.56414,821,-201,-,-4
3585,12.901516,77.56414,821,-113,-16,0
3586,12.901516,77.56414,821,-106,-20,0
3587,12.901516,77.56414,,-201,-,-4
3588,12.908497,77.563987,829,-78,-9,0
3589,12.908512,77.564008,829,-79,-9,0
3590,12.908465,77.563988,829,-79,-9,0
3591,12.908425,77.56401,829,-79,-9,0
3592,12.908402,77.564015,828,-77,-9,0
3593,12.908392,77.564022,828,-77,-9,0
3594,12.908392,77.564022,828,-201,-,16
3595,12.908383,77.564015,828,-201,-,16
3596,12.90837,77.564017,828,-201,-,16
3597,12.908357,77.564027,827,-201,-,11
3598,12.908357,77.564027,827,-76,-10,0
3599,12.908348,77.564038,826,-76,-10,0
3600,12.908338,77.564037,825,-76,-9,0
3601,12.908332,77.564043,825,-76,-9,0
3602,12.908323,77.564052,825,-75,-9,0
3603,12.908308,77.56406,824,-75,-9,0
3604,12.908295,77.564062,822,-76,-10,0
3605,12.908282,77.564057,821,-76,-9,0
3606,12.908267,77.564062,821,-75,-9,0
3607,12.908252,77.56406,821,-73,-8,0
3608,12.908242,77.564053,821,-73,-8,0
3609,12.908227,77.56405,820,-76,-9,0
3610,12.908212,77.56405,820,-74,-8,0
3611,12.908193,77.56405,821,-74,-8,0
3612,12.908178,77.564045,820,-74,-8,0
3613,12.908163,77.564038,820,-74,-8,0
3614,12.908145,77.564033,819,-74,-8,0
3615,12.90813,77.564028,819,-74,-8,0
3616,12.90812,77.564027,819,-74,-8,0
3617,12.908102,77.564027,819,-74,-8,0
3618,12.908088,77.564018,819,-74,-8,0
3619,12.908082,77.564012,819,-74,-8,0
3620,12.908067,77.564007,818,-74,-8,0
3621,12.908053,77.564003,818,-74,-8,0
3622,12.908043,77.563997,818,-74,-8,0
3623,12.908037,77.56399,818,-74,-8,0
3624,12.908025,77.563993,818,-74,-8,0
3625,12.908015,77.563995,818,-74,-8,0
3626,12.908002,77.563997,819,-74,-8,0
3627,12.907987,77.563998,819,-74,-8,0
3628,12.907973,77.564008,820,-74,-8,0
3629,12.90796,77.564017,823,-74,-8,0
3630,12.907943,77.564017,824,-74,-8,0
3631,12.907933,77.564013,825,-74,-8,0
3632,12.90792,77.564008,825,-74,-8,0
3633,12.907905,77.563998,825,-74,-8,0
3634,12.907893,77.56399,825,-74,-8,0
3635,12.907883,77.563982,825,-74,-8,0
3636,12.907873,77.563972,825,-74,-8,0
3637,12.907863,77.563963,824,-74,-8,0
3638,12.907858,77.563955,824,-74,-8,0
3639,12.907847,77.563947,824,-74,-8,0
3640,12.907832,77.563943,824,-74,-8,0
3641,12.907818,77.563945,824,-74,-8,0
3642,12.907807,77.563948,824,-74,-8,0
3643,12.907793,77.563952,824,-74,-8,0
3644,12.90778,77.563953,824,-74,-8,0
3645,12.907765,77.56395,824,-74,-8,0
3646,12.907755,77.56394,824,-74,-8,0
3647,12.907745,77.56394,824,-74,-8,0
3648,12.907735,77.563942,824,-74,-8,0
3649,12.907725,77.563943,824,-74,-8,0
3650,12.907715,77.563947,826,-74,-8,0
3651,12.907702,77.56395,826,-74,-8,0
3652,12.907692,77.563952,827,-74,-8,0
3653,12.907678,77.563953,827,-74,-8,0
3654,12.907667,77.563957,827,-74,-8,0
3655,12.907652,77.563957,827,-74,-8,0
3656,12.907632,77.563963,827,-74,-8,0
3657,12.90762,77.563967,827,-74,-8,0
3658,12.907605,77.563972,827,-74,-8,0
3659,12.90759,77.563965,827,-74,-8,0
3660,12.907578,77.563958,827,-74,-8,0
3661,12.907565,77.563953,827,-74,-8,0
3662,12.907548,77.563953,827,-74,-8,0
3663,12.907537,77.563948,827,-74,-8,0
3664,12.907525,77.56394,827,-74,-8,0
3665,12.90752,77.563932,828,-74,-8,0
3666,12.90751,77.563925,828,-74,-8,0
3667,12.907495,77.563918,828,-74,-8,0
3668,12.907482,77.563918,828,-74,-8,0
3669,12.907472,77.563917,829,-74,-8,0
3670,12.907463,77.56391,829,-74,-8,0
3671,12.907452,77.563908,829,-74,-8,0
3672,12.907435,77.563905,829,-74,-8,0
3673,12.907417,77.563905,829,-74,-8,0
3674,12.907402,77.563898,829,-74,-8,0
3675,12.907388,77.563893,829,-74,-8,0
3676,12.907378,77.563888,829,-74,-8,0
3677,12.907363,77.56388,828,-74,-8,0
3678,12.907353,77.563883,828,-74,-8,0
3679,12.907338,77.563885,828,-74,-8,0
3680,12.907325,77.563887,828,-74,-8,0
3681,12.907317,77.563892,828,-74,-8,0
3682,12.907305,77.563898,827,-74,-8,0
3683,12.907305,77.563898,827,-74,-8,0
3684,12.907305,77.563898,827,-74,-8,0
3685,12.907268,77.563882,825,-74,-8,0
3686,12.907258,77.563873,825,-74,-8,0
3687,12.907258,77.563873,825,-74,-8,0
3688,12.907252,77.563865,824,-74,-8,0
3689,12.907243,77.563855,824,-74,-8,0
3690,12.907243,77.563855,824,-74,-8,0
3691,12.907237,77.563847,824,-74,-8,0
3692,12.90723,77.563838,824,-74,-8,0
3693,12.90723,77.563838,824,-74,-8,0
3694,12.907218,77.563828,824,-74,-8,0
3695,12.907218,77.563828,824,-74,-8,0
3696,12.907202,77.563817,823,-74,-8,0
3697,12.907202,77.563817,823,-74,-8,0
3698,12.907193,77.563808,823,-74,-8,0
3699,12.907185,77.563798,823,-74,-8,0
3700,12.907185,77.563798,823,-74,-8,0
3701,12.907177,77.563787,823,-74,-8,0
3702,12.907177,77.563787,823,-74,-8,0
3703,12.907168,77.563777,823,-74,-8,0
3704,12.907162,77.563765,823,-74,-8,0
3705,12.907162,77.563765,823,-74,-8,0
3706,12.907152,77.563758,823,-74,-8,0
3707,12.907152,77.563758,823,-74,-8,0
3708,12.90714,77.563743,823,-74,-8,0
3709,12.907133,77.563737,823,-74,-8,0
3710,12.907133,77.563737,823,-74,-8,0
3711,12.907128,77.563728,823,-74,-8,0
3712,12.907128,77.563728,823,-74,-8,0
3713,12.907117,77.563715,823,-74,-8,0
3714,12.907117,77.563715,823,-74,-8,0
3715,12.907107,77.563702,822,-74,-8,0
3716,12.907097,77.5637,822,-74,-8,0
3717,12.907097,77.5637,822,-74,-8,0
3718,12.907097,77.5637,822,-74,-8,0
3719,12.907087,77.563693,822,-74,-8,0
3720,12.907075,77.563688,822,-74,-8,0
3721,12.907067,77.563683,822,-74,-8,0
3722,12.907052,77.563678,822,-74,-8,0
3723,12.907035,77.563672,821,-74,-8,0
3724,12.907028,77.563665,821,-74,-8,0
3725,12.907015,77.563658,821,-74,-8,0
3726,12.906998,77.563652,820,-74,-8,0
3727,12.906988,77.563652,820,-74,-8,0
